ReturnID,TransactionID,ReturnDate,StoreID,ProductID,ReturnQty,ReturnAmount,Reason
R0012798,T0012798,08-01-2025,S020,P0111,1,3.7,Not as Described
R0012808,T0012808,26-12-2024,S017,P0136,2,9.59,Damaged
R0012907,T0012907,24-07-2025,S011,P0107,1,1.29,Changed Mind
R0012913,T0012913,17-08-2025,S021,P0039,2,4.38,Wrong Item
R0013009,T0013009,06-04-2025,S013,P0116,2,2.22,Expired
R0013017,T0013017,23-08-2024,S019,P0175,1,54.26,Expired
R0013065,T0013065,29-03-2024,S020,P0029,2,17.7,Wrong Item
R0013139,T0013139,13-11-2024,S028,P0019,2,13.52,Not as Described
R0013180,T0013180,21-03-2025,S005,P0097,1,1.41,Expired
R0013195,T0013195,09-09-2025,S010,P0048,1,7.74,Changed Mind
R0013200,T0013200,21-08-2025,S023,P0060,1,4.91,Changed Mind
R0013215,T0013215,18-10-2025,S009,P0018,1,5.78,Damaged
R0013232,T0013232,04-10-2025,S016,P0102,1,2.64,Wrong Item
R0013269,T0013269,10-03-2025,S002,P0066,1,7.75,Changed Mind
R0013275,T0013275,29-07-2024,S012,P0155,1,26.94,Expired
R0013300,T0013300,03-07-2024,S015,P0068,2,12.16,Not as Described
R0013316,T0013316,25-06-2025,S005,P0008,2,13.22,Damaged
R0013324,T0013324,15-05-2025,S016,P0040,1,3.29,Changed Mind
R0013340,T0013340,07-03-2024,S018,P0059,2,11.44,Damaged
R0013373,T0013373,11-06-2024,S007,P0033,1,1.85,Expired
R0013383,T0013383,14-04-2024,S020,P0115,1,3.78,Damaged
R0013407,T0013407,15-01-2025,S018,P0079,1,6.62,Damaged
R0013410,T0013410,27-08-2025,S028,P0174,1,28.98,Damaged
R0013443,T0013443,21-06-2025,S030,P0073,2,8.74,Changed Mind
R0013459,T0013459,26-05-2024,S030,P0095,1,3.74,Changed Mind
R0013462,T0013462,26-03-2025,S029,P0138,1,1.19,Changed Mind
R0013508,T0013508,24-07-2025,S019,P0043,2,4.74,Wrong Item
R0013529,T0013529,28-06-2025,S028,P0171,1,15.56,Wrong Item
R0013550,T0013550,13-07-2025,S014,P0021,1,2.02,Damaged
R0013562,T0013562,10-10-2024,S005,P0002,1,10.57,Wrong Item
R0013630,T0013630,06-07-2025,S001,P0081,1,5.6,Not as Described
R0013635,T0013635,13-02-2024,S005,P0151,1,55.81,Expired
R0013639,T0013639,03-10-2024,S018,P0026,1,8.37,Wrong Item
R0013673,T0013673,28-11-2024,S023,P0107,1,1.29,Wrong Item
R0013686,T0013686,14-11-2024,S012,P0068,1,6.08,Changed Mind
R0013774,T0013774,15-06-2024,S015,P0107,2,2.58,Wrong Item
R0013786,T0013786,30-08-2024,S008,P0125,1,6.01,Not as Described
R0013838,T0013838,25-09-2024,S026,P0112,1,6.77,Not as Described
R0013839,T0013839,17-05-2024,S026,P0134,2,10.28,Expired
R0013868,T0013868,22-01-2025,S004,P0178,1,41.27,Wrong Item
R0013874,T0013874,28-10-2025,S003,P0033,2,3.14,Wrong Item
R0013891,T0013891,12-07-2024,S018,P0049,1,6.58,Changed Mind
R0013896,T0013896,16-01-2024,S006,P0127,1,2.36,Expired
R0013929,T0013929,15-06-2024,S005,P0081,1,5.6,Not as Described
R0013937,T0013937,25-05-2024,S001,P0087,1,3.6,Changed Mind
R0014070,T0014070,05-07-2025,S028,P0094,1,3.28,Expired
R0014104,T0014104,17-11-2024,S018,P0081,1,5.6,Not as Described
R0014126,T0014126,21-02-2024,S005,P0077,1,1.61,Expired
R0014152,T0014152,03-05-2025,S005,P0070,1,0.92,Not as Described
R0014173,T0014173,06-12-2024,S023,P0080,1,5.19,Expired
R0014185,T0014185,16-04-2024,S029,P0048,2,15.48,Changed Mind
R0014186,T0014186,03-08-2024,S018,P0117,2,8.96,Changed Mind
R0014204,T0014204,12-12-2024,S002,P0147,2,10.6,Expired
R0014224,T0014224,28-07-2024,S018,P0086,1,6.41,Damaged
R0014270,T0014270,25-09-2024,S009,P0044,2,15.46,Changed Mind
R0014276,T0014276,14-05-2025,S001,P0004,1,11.84,Expired
R0014294,T0014294,29-09-2024,S015,P0006,1,5.43,Damaged
R0014303,T0014303,18-05-2025,S030,P0078,1,4.53,Damaged
R0014324,T0014324,01-08-2025,S006,P0097,1,1.68,Wrong Item
R0014361,T0014361,24-12-2024,S013,P0162,1,42.91,Expired
R0014404,T0014404,28-07-2025,S015,P0074,2,11.98,Expired
R0014415,T0014415,23-10-2024,S030,P0049,1,7.57,Wrong Item
R0014567,T0014567,30-05-2024,S013,P0131,1,3.23,Expired
R0014577,T0014577,10-12-2024,S003,P0064,1,6.83,Not as Described
R0014605,T0014605,02-10-2025,S017,P0129,1,3.77,Not as Described
R0014640,T0014640,29-09-2025,S023,P0088,2,10.04,Damaged
R0014655,T0014655,11-11-2024,S003,P0167,1,54.3,Changed Mind
R0014657,T0014657,06-05-2025,S006,P0042,2,7.68,Changed Mind
R0014665,T0014665,10-04-2024,S002,P0167,1,46.7,Wrong Item
R0014731,T0014731,01-12-2024,S004,P0179,2,70.95,Not as Described
R0014812,T0014812,05-10-2025,S005,P0045,2,11.64,Expired
R0014813,T0014813,27-04-2024,S030,P0075,1,6.06,Not as Described
R0014857,T0014857,23-01-2024,S026,P0072,1,6.88,Changed Mind
R0014894,T0014894,01-04-2025,S013,P0163,2,72.22,Damaged
R0014898,T0014898,26-03-2025,S028,P0116,1,1.11,Not as Described
R0014910,T0014910,08-07-2025,S029,P0072,1,6.88,Damaged
R0015023,T0015023,15-01-2025,S012,P0067,1,3.32,Damaged
R0015125,T0015125,09-10-2024,S004,P0025,2,16.18,Expired
R0015137,T0015137,11-08-2024,S011,P0013,1,3.88,Wrong Item
R0015150,T0015150,29-06-2024,S028,P0019,2,13.52,Expired
R0015198,T0015198,05-07-2024,S021,P0031,2,8.74,Wrong Item
R0015208,T0015208,30-10-2024,S024,P0114,2,12.47,Expired
R0015255,T0015255,01-10-2024,S015,P0168,1,44.06,Damaged
R0015263,T0015263,21-11-2024,S006,P0124,1,7.17,Damaged
R0015281,T0015281,24-04-2025,S020,P0122,1,3.68,Expired
R0015301,T0015301,25-06-2024,S018,P0152,1,42.93,Wrong Item
R0015328,T0015328,11-12-2024,S009,P0059,2,10.18,Expired
R0015355,T0015355,28-08-2025,S028,P0088,1,5.02,Wrong Item
R0015375,T0015375,16-02-2024,S024,P0001,2,14.88,Damaged
R0015387,T0015387,18-01-2025,S026,P0020,2,9.52,Wrong Item
R0015443,T0015443,14-05-2024,S026,P0072,2,11.69,Not as Described
R0015455,T0015455,16-02-2025,S005,P0160,1,32.57,Expired
R0015458,T0015458,24-04-2024,S010,P0029,2,17.7,Not as Described
R0015552,T0015552,20-02-2024,S016,P0004,2,23.68,Changed Mind
R0015629,T0015629,04-07-2025,S018,P0027,2,8.92,Changed Mind
R0015641,T0015641,04-11-2024,S023,P0096,1,5.91,Wrong Item
R0015657,T0015657,24-04-2025,S010,P0112,1,6.77,Damaged
R0015691,T0015691,04-02-2025,S006,P0076,2,13.3,Wrong Item
R0015720,T0015720,25-03-2024,S012,P0096,1,5.91,Changed Mind
R0015771,T0015771,30-09-2025,S026,P0025,2,13.43,Wrong Item
R0015822,T0015822,25-01-2025,S005,P0027,2,8.2,Not as Described
R0015876,T0015876,29-12-2024,S019,P0136,1,4.63,Damaged
R0015892,T0015892,30-10-2024,S019,P0060,1,4.57,Wrong Item
R0015924,T0015924,21-07-2025,S016,P0149,1,4.64,Wrong Item
R0015943,T0015943,29-10-2025,S022,P0153,2,40.25,Expired
R0015957,T0015957,06-07-2024,S030,P0007,1,2.45,Not as Described
R0015976,T0015976,04-01-2025,S013,P0111,1,4.81,Damaged
R0016015,T0016015,13-09-2025,S017,P0043,1,2.42,Not as Described
R0016032,T0016032,08-11-2024,S013,P0101,1,1.38,Damaged
R0016064,T0016064,05-08-2025,S024,P0163,1,33.58,Expired
R0016178,T0016178,24-10-2024,S003,P0163,1,36.11,Changed Mind
R0016179,T0016179,20-02-2024,S014,P0140,2,2.68,Wrong Item
R0016183,T0016183,08-05-2025,S014,P0106,1,3.5,Damaged
R0016190,T0016190,01-08-2025,S024,P0139,2,4.85,Wrong Item
R0016230,T0016230,26-04-2024,S015,P0124,1,7.17,Changed Mind
R0016246,T0016246,05-03-2024,S015,P0030,2,19.7,Wrong Item
R0016251,T0016251,31-10-2025,S020,P0031,2,7.78,Wrong Item
R0016387,T0016387,16-07-2024,S020,P0064,1,6.83,Changed Mind
R0016389,T0016389,29-08-2024,S008,P0097,1,1.68,Wrong Item
R0016451,T0016451,10-12-2024,S020,P0174,1,28.98,Expired
R0016518,T0016518,31-03-2024,S027,P0125,1,6.01,Damaged
R0016567,T0016567,21-03-2025,S001,P0117,1,4.48,Changed Mind
R0016639,T0016639,11-11-2024,S004,P0102,1,3.49,Not as Described
R0016689,T0016689,07-02-2025,S001,P0075,1,5.42,Wrong Item
R0016719,T0016719,10-01-2024,S005,P0110,2,8.63,Expired
R0016722,T0016722,14-12-2024,S017,P0137,2,4.18,Changed Mind
R0016731,T0016731,31-07-2025,S006,P0052,2,12.5,Changed Mind
R0016775,T0016775,14-10-2024,S011,P0037,1,5.08,Expired
R0016797,T0016797,01-05-2024,S009,P0071,2,6.97,Damaged
R0016847,T0016847,27-02-2024,S021,P0006,1,5.43,Not as Described
R0016858,T0016858,19-03-2024,S010,P0177,1,19.4,Wrong Item
R0016884,T0016884,25-06-2025,S006,P0042,2,6.53,Changed Mind
R0016928,T0016928,29-02-2024,S007,P0035,1,3.04,Not as Described
R0017010,T0017010,03-09-2025,S002,P0028,1,5.9,Wrong Item
R0017019,T0017019,03-09-2024,S007,P0061,1,1.77,Changed Mind
R0017086,T0017086,16-06-2024,S022,P0094,1,3.15,Wrong Item
R0017087,T0017087,10-12-2024,S025,P0050,1,1.33,Changed Mind
R0017123,T0017123,26-11-2024,S010,P0035,2,6.08,Changed Mind
R0017134,T0017134,28-01-2025,S026,P0079,1,5.82,Changed Mind
R0017172,T0017172,13-10-2025,S017,P0129,1,4.05,Damaged
R0017196,T0017196,18-05-2024,S003,P0170,1,13.34,Expired
R0017218,T0017218,01-03-2025,S003,P0064,1,6.83,Damaged
R0017226,T0017226,26-12-2024,S028,P0063,2,9.18,Expired
R0017266,T0017266,03-06-2024,S003,P0148,1,3.33,Not as Described
R0017310,T0017310,13-10-2024,S006,P0160,1,32.57,Damaged
R0017345,T0017345,06-03-2024,S003,P0150,2,7.46,Damaged
R0017413,T0017413,06-07-2024,S010,P0152,1,47.98,Changed Mind
R0017552,T0017552,17-10-2024,S008,P0168,1,37.45,Changed Mind
R0017599,T0017599,20-11-2024,S028,P0047,1,1.33,Wrong Item
R0017656,T0017656,15-12-2024,S011,P0146,1,1.71,Changed Mind
R0017714,T0017714,26-08-2025,S008,P0008,2,16.74,Damaged
R0017739,T0017739,15-07-2024,S005,P0140,2,3.17,Damaged
R0017759,T0017759,25-08-2025,S022,P0012,2,8.06,Expired
R0017786,T0017786,03-01-2024,S025,P0104,1,1,Damaged
R0017791,T0017791,24-09-2025,S012,P0177,2,38.8,Expired
R0017850,T0017850,15-04-2025,S015,P0176,1,35.81,Wrong Item
R0017861,T0017861,22-04-2024,S010,P0058,1,6.24,Wrong Item
R0017863,T0017863,02-07-2024,S002,P0178,1,45.86,Changed Mind
R0017875,T0017875,17-01-2025,S030,P0062,1,4.82,Damaged
R0017877,T0017877,21-10-2025,S014,P0118,2,3.74,Wrong Item
R0017921,T0017921,12-06-2025,S025,P0085,1,5.24,Expired
R0017991,T0017991,06-09-2024,S009,P0053,2,3.9,Damaged
R0018025,T0018025,15-02-2024,S025,P0074,1,5.99,Expired
R0018037,T0018037,17-07-2024,S024,P0079,1,6.62,Not as Described
R0018074,T0018074,17-11-2024,S021,P0165,1,43.86,Damaged
R0018127,T0018127,03-08-2024,S022,P0179,2,77.12,Damaged
R0018143,T0018143,05-03-2024,S017,P0040,2,5.92,Changed Mind
R0018211,T0018211,22-04-2024,S002,P0133,1,7.37,Wrong Item
R0018235,T0018235,08-03-2024,S014,P0103,1,7.75,Expired
R0018293,T0018293,04-09-2025,S027,P0048,1,6.5,Wrong Item
R0018294,T0018294,26-03-2024,S010,P0046,2,3.48,Changed Mind
R0018313,T0018313,25-12-2024,S004,P0122,1,3.68,Wrong Item
R0018403,T0018403,05-02-2025,S026,P0043,1,2.42,Expired
R0018450,T0018450,05-01-2024,S013,P0108,1,5.25,Wrong Item
R0018482,T0018482,03-02-2024,S004,P0092,2,14.8,Not as Described
R0018542,T0018542,20-09-2024,S020,P0065,1,3.35,Not as Described
R0018544,T0018544,26-03-2024,S026,P0067,2,7.82,Damaged
R0018561,T0018561,11-08-2024,S014,P0170,1,13.34,Expired
R0018633,T0018633,18-10-2025,S012,P0031,1,3.94,Expired
R0018764,T0018764,22-10-2025,S001,P0055,1,5.47,Expired
R0018778,T0018778,22-05-2025,S016,P0112,1,6.63,Not as Described
R0018784,T0018784,04-10-2024,S029,P0111,1,4.81,Changed Mind
R0018795,T0018795,27-01-2024,S007,P0150,2,7.46,Damaged
R0018823,T0018823,23-05-2025,S004,P0104,1,1.11,Changed Mind
R0018842,T0018842,14-06-2024,S021,P0119,1,5.37,Not as Described
R0018843,T0018843,01-05-2025,S012,P0018,1,5.78,Expired
R0018853,T0018853,25-03-2025,S020,P0042,1,3.84,Changed Mind
R0018863,T0018863,17-06-2024,S019,P0032,1,2.33,Wrong Item
R0018893,T0018893,08-04-2024,S009,P0160,1,32.57,Wrong Item
R0018993,T0018993,04-06-2024,S006,P0140,1,1.39,Expired
R0019007,T0019007,08-08-2024,S001,P0003,2,14.46,Not as Described
R0019057,T0019057,19-05-2024,S008,P0118,1,1.87,Changed Mind
R0019101,T0019101,12-01-2025,S010,P0138,1,1.11,Not as Described
R0019135,T0019135,31-05-2025,S012,P0080,2,12.36,Wrong Item
R0019168,T0019168,17-09-2025,S030,P0001,1,6.03,Wrong Item
R0019172,T0019172,24-09-2025,S021,P0092,1,7.4,Damaged
R0019197,T0019197,18-01-2024,S029,P0013,2,7.76,Expired
R0019228,T0019228,06-02-2024,S004,P0145,2,5.46,Damaged
R0019284,T0019284,05-12-2024,S019,P0015,2,17.46,Changed Mind
R0019290,T0019290,18-06-2024,S029,P0122,2,7.36,Changed Mind
R0019360,T0019360,12-05-2025,S003,P0006,2,10.32,Wrong Item
R0019392,T0019392,14-02-2024,S017,P0017,2,18.74,Expired
R0019399,T0019399,05-05-2025,S006,P0155,1,26.94,Damaged
R0019410,T0019410,18-04-2025,S009,P0129,1,3.97,Expired
R0019479,T0019479,25-04-2024,S030,P0067,1,3.91,Damaged
R0019494,T0019494,04-09-2025,S003,P0016,1,3.81,Damaged
R0019555,T0019555,12-06-2025,S004,P0122,2,7.36,Not as Described
R0019560,T0019560,02-01-2025,S001,P0088,1,5.02,Wrong Item
R0019576,T0019576,28-01-2025,S019,P0036,1,2.47,Not as Described
R0019577,T0019577,10-10-2025,S006,P0001,1,6.03,Wrong Item
R0019604,T0019604,12-04-2024,S002,P0129,2,8.1,Damaged
R0019656,T0019656,01-11-2024,S012,P0011,2,8.84,Expired
R0019657,T0019657,23-10-2025,S025,P0080,2,12.36,Damaged
R0019669,T0019669,15-09-2025,S016,P0112,1,5.89,Wrong Item
R0019701,T0019701,19-11-2024,S006,P0170,2,26.68,Expired
R0019747,T0019747,11-08-2024,S007,P0135,2,10.84,Damaged
R0019784,T0019784,20-08-2024,S008,P0029,1,8.85,Wrong Item
R0019825,T0019825,15-07-2024,S002,P0083,2,15.46,Damaged
R0019836,T0019836,21-10-2024,S022,P0018,1,5.78,Wrong Item
R0019854,T0019854,13-05-2025,S010,P0037,1,4.52,Damaged
R0019874,T0019874,16-01-2025,S003,P0160,2,65.14,Wrong Item
R0019893,T0019893,22-05-2025,S016,P0149,2,11.18,Not as Described
R0019906,T0019906,09-01-2025,S001,P0037,1,5.08,Changed Mind
R0020024,T0020024,13-02-2025,S029,P0049,1,7.57,Changed Mind
R0020052,T0020052,19-07-2024,S008,P0177,1,19.4,Wrong Item
R0020152,T0020152,12-06-2024,S025,P0163,1,36.11,Not as Described
R0020227,T0020227,10-05-2024,S017,P0089,1,4.42,Not as Described
R0020262,T0020262,07-03-2024,S022,P0139,2,4.57,Wrong Item
R0020319,T0020319,24-07-2025,S007,P0165,1,46.17,Changed Mind
R0020383,T0020383,01-01-2024,S016,P0107,2,2.58,Expired
R0020390,T0020390,24-11-2024,S013,P0146,1,1.9,Not as Described
R0020400,T0020400,01-07-2025,S019,P0024,1,11.73,Not as Described
R0020401,T0020401,25-02-2025,S008,P0105,2,6.57,Not as Described
R0020406,T0020406,23-05-2024,S006,P0131,2,6.46,Changed Mind
R0020428,T0020428,04-09-2025,S026,P0079,2,13.24,Changed Mind
R0020481,T0020481,11-06-2024,S025,P0055,2,12.86,Damaged
R0020605,T0020605,17-01-2025,S007,P0055,1,6.43,Changed Mind
R0020608,T0020608,18-12-2024,S020,P0099,1,3.58,Changed Mind
R0020656,T0020656,07-10-2025,S008,P0039,1,1.95,Not as Described
R0020716,T0020716,19-03-2024,S026,P0107,1,1.15,Wrong Item
R0020721,T0020721,10-08-2024,S004,P0131,1,3.23,Expired
R0020791,T0020791,27-03-2024,S021,P0109,1,3.06,Damaged
R0020856,T0020856,26-10-2024,S015,P0058,2,12.48,Wrong Item
R0020873,T0020873,11-03-2024,S001,P0039,1,2.19,Damaged
R0020877,T0020877,15-07-2024,S008,P0034,2,6.34,Wrong Item
R0020898,T0020898,27-11-2024,S001,P0080,2,12.36,Damaged
R0020907,T0020907,10-06-2025,S022,P0143,1,1,Not as Described
R0020938,T0020938,04-10-2024,S007,P0077,1,1.61,Changed Mind
R0020943,T0020943,03-06-2024,S012,P0074,1,5.99,Not as Described
R0020946,T0020946,23-04-2024,S022,P0020,1,4.76,Expired
R0021011,T0021011,21-04-2025,S022,P0106,1,3.32,Damaged
R0021028,T0021028,20-02-2024,S020,P0174,1,28.98,Changed Mind
R0021059,T0021059,02-01-2025,S027,P0036,2,6.6,Changed Mind
R0021146,T0021146,10-10-2024,S016,P0176,1,46.51,Changed Mind
R0021192,T0021192,01-03-2025,S025,P0070,1,1.04,Not as Described
R0021197,T0021197,08-04-2024,S004,P0113,1,3.1,Damaged
R0021222,T0021222,09-07-2025,S016,P0074,2,11.98,Changed Mind
R0021248,T0021248,14-08-2024,S024,P0123,2,15.14,Damaged
R0021253,T0021253,26-09-2024,S007,P0002,2,21.14,Not as Described
R0021254,T0021254,04-04-2025,S023,P0120,2,2.72,Wrong Item
R0021277,T0021277,08-11-2024,S017,P0037,1,5.08,Wrong Item
R0021308,T0021308,19-02-2025,S017,P0165,1,46.17,Changed Mind
R0021367,T0021367,09-04-2025,S023,P0036,1,2.94,Damaged
R0021418,T0021418,25-03-2025,S017,P0102,1,3.56,Changed Mind
R0021459,T0021459,08-08-2025,S024,P0006,2,10.86,Wrong Item
R0021467,T0021467,01-09-2025,S007,P0127,1,2.36,Not as Described
R0021476,T0021476,26-07-2025,S006,P0104,1,0.9,Changed Mind
R0021517,T0021517,26-02-2025,S023,P0101,2,3.58,Damaged
R0021536,T0021536,03-11-2024,S020,P0012,1,4.43,Wrong Item
R0021631,T0021631,19-06-2025,S030,P0086,1,6.41,Damaged
R0021643,T0021643,29-07-2025,S017,P0041,2,4.52,Damaged
R0021645,T0021645,12-07-2025,S003,P0075,1,6.38,Damaged
R0021646,T0021646,22-04-2025,S026,P0154,1,56.12,Damaged
R0021668,T0021668,04-03-2024,S028,P0048,2,13.16,Expired
R0021678,T0021678,26-03-2025,S025,P0152,1,50.51,Wrong Item
R0021735,T0021735,25-10-2024,S007,P0063,2,9.18,Not as Described
R0021843,T0021843,12-12-2024,S030,P0023,1,4.88,Changed Mind
R0021915,T0021915,18-08-2025,S011,P0134,1,5.14,Damaged
R0021960,T0021960,27-03-2025,S016,P0020,2,9.52,Changed Mind
R0022010,T0022010,25-08-2025,S003,P0005,1,10.45,Changed Mind
R0022065,T0022065,20-04-2025,S025,P0119,1,5.55,Wrong Item
R0022076,T0022076,12-10-2025,S022,P0175,1,54.26,Wrong Item
R0022094,T0022094,24-07-2024,S010,P0161,1,20.68,Damaged
R0022122,T0022122,12-07-2025,S020,P0167,2,96.65,Changed Mind
R0022230,T0022230,28-06-2024,S014,P0056,2,7.2,Expired
R0022316,T0022316,30-12-2024,S009,P0136,1,5.45,Damaged
R0022489,T0022489,31-07-2024,S007,P0015,1,8.73,Changed Mind
R0022500,T0022500,25-09-2024,S001,P0003,1,7.23,Expired
R0022529,T0022529,16-09-2024,S009,P0007,2,4.9,Damaged
R0022632,T0022632,10-03-2024,S016,P0155,1,26.94,Wrong Item
R0022668,T0022668,25-03-2024,S007,P0088,2,9.13,Not as Described
R0022680,T0022680,06-07-2024,S029,P0050,1,1.33,Wrong Item
R0022692,T0022692,14-06-2025,S027,P0129,2,6.32,Expired
R0022742,T0022742,10-11-2024,S011,P0053,1,1.95,Wrong Item
R0022743,T0022743,04-10-2025,S025,P0006,1,4.78,Changed Mind
R0022745,T0022745,25-01-2024,S010,P0089,1,4.42,Expired
R0022793,T0022793,10-08-2024,S030,P0072,2,13.76,Not as Described
R0022815,T0022815,04-02-2024,S025,P0093,1,6.95,Not as Described
R0022907,T0022907,29-06-2024,S017,P0053,2,3.9,Wrong Item
R0022922,T0022922,29-09-2025,S021,P0054,1,2.18,Wrong Item
R0022936,T0022936,09-03-2024,S012,P0113,1,4.02,Damaged
R0023035,T0023035,16-06-2024,S026,P0084,1,6.66,Wrong Item
R0023048,T0023048,01-08-2024,S006,P0089,2,8.84,Wrong Item
R0023061,T0023061,23-09-2025,S020,P0105,2,7.76,Expired
R0023088,T0023088,03-02-2024,S016,P0151,1,55.81,Not as Described
R0023148,T0023148,01-10-2024,S018,P0057,1,7.25,Damaged
R0023252,T0023252,07-03-2024,S014,P0016,1,2.74,Expired
R0023321,T0023321,18-08-2025,S008,P0016,1,3.81,Wrong Item
R0023349,T0023349,13-04-2024,S018,P0110,1,5.68,Damaged
R0023479,T0023479,01-10-2025,S030,P0051,2,13.52,Damaged
R0023528,T0023528,28-06-2025,S007,P0110,1,5.68,Changed Mind
R0023561,T0023561,05-10-2025,S026,P0147,1,4.87,Changed Mind
R0023569,T0023569,03-05-2024,S022,P0084,2,14.32,Wrong Item
R0023616,T0023616,15-10-2024,S004,P0120,2,3.44,Wrong Item
R0023618,T0023618,07-11-2024,S006,P0040,1,3.29,Wrong Item
R0023657,T0023657,06-07-2024,S015,P0121,2,15.66,Wrong Item
R0023703,T0023703,27-02-2025,S025,P0164,2,119.98,Damaged
R0023726,T0023726,08-05-2024,S008,P0086,1,6.41,Changed Mind
R0023785,T0023785,24-03-2025,S009,P0040,2,6.58,Wrong Item
R0023898,T0023898,11-11-2024,S023,P0127,2,4.43,Damaged
R0023945,T0023945,09-08-2024,S014,P0046,1,1.74,Changed Mind
R0023955,T0023955,28-05-2024,S006,P0088,1,5.02,Not as Described
R0023984,T0023984,31-08-2025,S006,P0163,1,36.11,Damaged
R0024111,T0024111,26-12-2024,S017,P0017,1,9.18,Expired
R0024118,T0024118,11-08-2025,S015,P0154,1,47.14,Changed Mind
R0024180,T0024180,10-08-2025,S027,P0131,2,6.46,Damaged
R0024195,T0024195,03-08-2025,S007,P0052,2,12.5,Wrong Item
R0024219,T0024219,27-02-2025,S007,P0100,1,5.43,Expired
R0024226,T0024226,13-06-2024,S020,P0119,1,6.03,Wrong Item
R0024247,T0024247,28-10-2025,S019,P0174,1,24.06,Expired
R0024270,T0024270,24-06-2024,S024,P0166,1,45.88,Wrong Item
R0024281,T0024281,01-10-2024,S019,P0090,1,6.83,Not as Described
R0024360,T0024360,06-08-2025,S005,P0069,1,2.4,Not as Described
R0024452,T0024452,28-07-2025,S001,P0151,1,50.78,Changed Mind
R0024465,T0024465,13-09-2025,S029,P0103,2,15.5,Not as Described
R0024496,T0024496,26-03-2024,S013,P0048,2,15.48,Expired
R0024561,T0024561,30-04-2024,S025,P0138,1,1.34,Wrong Item
R0024563,T0024563,22-03-2025,S001,P0128,1,1.84,Wrong Item
R0024612,T0024612,21-08-2024,S003,P0160,1,32.57,Not as Described
R0024618,T0024618,14-04-2025,S005,P0019,2,13.52,Wrong Item
R0024653,T0024653,23-11-2024,S002,P0141,1,2.78,Expired
R0024672,T0024672,10-01-2025,S024,P0068,1,6.08,Not as Described
R0024691,T0024691,14-11-2024,S019,P0085,2,10.48,Wrong Item
R0024707,T0024707,14-11-2024,S009,P0152,2,87.89,Wrong Item
R0024772,T0024772,01-11-2024,S025,P0166,2,91.76,Damaged
R0024805,T0024805,08-10-2024,S004,P0112,2,12.59,Expired
R0024813,T0024813,25-03-2024,S014,P0062,2,9.64,Expired
R0024815,T0024815,17-01-2024,S001,P0054,1,2.18,Changed Mind
R0024849,T0024849,10-09-2024,S025,P0030,2,16.94,Wrong Item
R0024882,T0024882,19-03-2024,S017,P0022,1,7.12,Wrong Item
R0024893,T0024893,23-08-2024,S029,P0116,1,1.01,Damaged
R0024895,T0024895,15-07-2025,S026,P0168,1,35.69,Damaged
R0024920,T0024920,13-08-2025,S030,P0065,1,2.48,Changed Mind
R0024950,T0024950,23-12-2024,S014,P0114,2,14.5,Damaged
R0025033,T0025033,03-09-2025,S002,P0121,1,7.83,Wrong Item
R0025045,T0025045,08-05-2025,S027,P0038,1,7.9,Not as Described
R0025092,T0025092,06-02-2025,S006,P0090,1,7.59,Wrong Item
R0025108,T0025108,14-01-2025,S022,P0085,1,5.24,Not as Described
R0025146,T0025146,16-02-2025,S001,P0128,2,3.68,Expired
R0025154,T0025154,06-10-2024,S027,P0164,1,59.99,Wrong Item
R0025155,T0025155,26-11-2024,S030,P0119,1,6.03,Wrong Item
R0025161,T0025161,19-03-2024,S025,P0056,1,3.6,Not as Described
R0025170,T0025170,28-11-2024,S027,P0070,2,1.91,Damaged
R0025194,T0025194,20-12-2024,S027,P0021,1,1.49,Changed Mind
R0025249,T0025249,05-05-2024,S008,P0117,2,8.96,Damaged
R0025279,T0025279,07-01-2025,S018,P0145,2,4.8,Damaged
R0025321,T0025321,29-09-2025,S027,P0083,1,7.73,Not as Described
R0025332,T0025332,11-02-2024,S012,P0071,1,4.3,Wrong Item
R0025384,T0025384,09-04-2024,S017,P0121,2,15.66,Not as Described
R0025390,T0025390,04-05-2024,S030,P0035,2,6.08,Expired
R0025400,T0025400,24-09-2024,S001,P0035,1,2.34,Wrong Item
R0025462,T0025462,31-07-2024,S026,P0116,2,2.22,Not as Described
R0025465,T0025465,19-02-2025,S018,P0001,2,14.88,Not as Described
R0025539,T0025539,16-12-2024,S009,P0104,1,1.11,Expired
R0025542,T0025542,09-03-2025,S014,P0015,1,8.2,Changed Mind
R0025563,T0025563,04-01-2025,S002,P0162,1,36.47,Not as Described
R0025585,T0025585,08-03-2025,S009,P0128,1,1.84,Wrong Item
R0025603,T0025603,15-10-2024,S007,P0146,2,3.8,Expired
R0025649,T0025649,22-08-2025,S027,P0129,1,4.05,Expired
R0025684,T0025684,14-02-2024,S002,P0178,1,37.15,Damaged
R0025689,T0025689,02-08-2025,S013,P0151,1,55.81,Wrong Item
R0025714,T0025714,31-08-2024,S005,P0112,2,13.54,Expired
R0025726,T0025726,10-07-2025,S011,P0034,1,3.17,Wrong Item
R0025925,T0025925,09-08-2025,S004,P0056,2,7.2,Wrong Item
R0026006,T0026006,07-01-2024,S024,P0171,1,17.89,Not as Described
R0026071,T0026071,24-01-2025,S008,P0092,2,12.13,Expired
R0026128,T0026128,27-12-2024,S003,P0163,1,36.11,Expired
R0026185,T0026185,15-08-2025,S014,P0135,1,5.42,Wrong Item
R0026192,T0026192,28-05-2024,S004,P0066,2,15.5,Damaged
