TransactionID,TransactionDate,StoreID,ProductID,CustomerID,Channel,Quantity,UnitPrice,GrossSales,DiscountAmount,NetSales,COGS,GrossMargin,PaymentMethod
T0010062,23-03-2025,S004,P0040,C04149,In-Store,2,3.29,6.58,0,6.58,5.08,1.5,Card
T0010063,17-02-2025,S014,P0036,C02453,In-Store,6,3.3,19.8,0,19.8,11.04,8.76,UPI
T0010064,01-04-2024,S027,P0123,C00248,In-Store,2,7.57,15.14,0,15.14,8.6,6.54,Card
T0010065,06-07-2024,S030,P0061,C03476,Online,2,1.77,3.54,0.11,3.43,2.68,0.75,Card
T0010066,09-07-2025,S029,P0114,C04864,In-Store,3,7.25,21.75,0,21.75,12.36,9.39,UPI
T0010067,16-10-2025,S015,P0017,C03222,In-Store,3,9.37,28.11,0,28.11,16.59,11.52,UPI
T0010068,01-11-2024,S007,P0052,C00917,In-Store,3,6.25,18.75,0,18.75,10.83,7.92,UPI
T0010069,23-08-2025,S009,P0164,C02611,In-Store,2,59.99,119.98,18,101.98,75.66,26.32,UPI
T0010070,06-02-2025,S003,P0107,C00838,Online,1,1.29,1.29,0,1.29,0.95,0.34,Card
T0010071,23-08-2025,S012,P0111,C01477,Online,3,4.81,14.43,1.3,13.13,11.55,1.58,Cash
T0010072,08-04-2024,S009,P0167,C04714,In-Store,1,54.3,54.3,0,54.3,34.29,20.01,Cash
T0010073,03-09-2024,S017,P0074,,In-Store,1,5.99,5.99,0,5.99,3.71,2.28,UPI
T0010074,19-07-2025,S018,P0139,C02750,In-Store,6,2.82,16.92,0,16.92,10.98,5.94,Card
T0010075,26-10-2025,S026,P0079,C01257,Online,1,6.62,6.62,0,6.62,5.21,1.41,Cash
T0010076,12-11-2024,S005,P0132,C02150,Online,5,4.38,21.9,3.28,18.62,13.45,5.17,Card
T0010077,22-09-2025,S008,P0001,C00799,In-Store,2,7.44,14.88,0,14.88,9.74,5.14,Card
T0010078,26-09-2024,S022,P0155,C02432,In-Store,2,26.94,53.88,5.39,48.49,30.44,18.05,Cash
T0010079,16-09-2024,S001,P0095,C01505,In-Store,2,3.74,7.48,0,7.48,4.4,3.08,Cash
T0010080,10-01-2024,S001,P0144,C02079,In-Store,4,2.1,8.4,0,8.4,5.36,3.04,Cash
T0010081,15-05-2024,S019,P0149,C04560,In-Store,2,5.59,11.18,0,11.18,8.32,2.86,Cash
T0010082,01-02-2025,S013,P0139,C01505,In-Store,5,2.82,14.1,0,14.1,9.15,4.95,Card
T0010083,22-11-2024,S016,P0078,,In-Store,1,4.53,4.53,0,4.53,2.53,2,Card
T0010084,18-09-2025,S022,P0164,,In-Store,1,59.99,59.99,0,59.99,37.83,22.16,Card
T0010085,17-10-2024,S019,P0159,C02927,In-Store,2,59.48,118.96,0,118.96,81.38,37.58,UPI
T0010086,03-07-2024,S020,P0074,C02122,In-Store,2,5.99,11.98,0,11.98,7.42,4.56,Card
T0010087,26-07-2024,S006,P0171,C03515,In-Store,2,17.89,35.78,0,35.78,20.08,15.7,Card
T0010088,26-08-2024,S011,P0175,C04917,In-Store,1,54.26,54.26,0,54.26,36.23,18.03,Cash
T0010089,11-06-2024,S001,P0054,C03139,In-Store,5,2.18,10.9,2.51,8.39,7.1,1.29,Card
T0010090,11-06-2024,S025,P0137,C00844,In-Store,6,2.09,12.54,0,12.54,8.94,3.6,Card
T0010091,19-12-2024,S019,P0153,C03042,Online,1,21.64,21.64,4.11,17.53,16.52,1.01,UPI
T0010092,30-08-2025,S015,P0047,,In-Store,6,1.33,7.98,0,7.98,6.3,1.68,Cash
T0010093,16-12-2024,S009,P0110,C00785,In-Store,2,5.68,11.36,0,11.36,8.88,2.48,Card
T0010094,18-02-2025,S011,P0116,C04257,In-Store,4,1.11,4.44,0.58,3.86,2.6,1.26,Cash
T0010095,18-02-2024,S012,P0133,C04609,In-Store,6,7.37,44.22,0,44.22,24.3,19.92,Card
T0010096,03-05-2024,S026,P0143,,In-Store,5,1,5,0,5,4,1,Card
T0010097,17-12-2024,S023,P0152,C03735,In-Store,2,50.51,101.02,0,101.02,67.48,33.54,Cash
T0010098,03-10-2024,S015,P0092,C01746,In-Store,4,7.4,29.6,0,29.6,17.52,12.08,Wallet
T0010099,25-07-2025,S005,P0072,,In-Store,1,6.88,6.88,0,6.88,4.4,2.48,Card
T0010100,05-05-2025,S017,P0120,C01827,In-Store,2,1.72,3.44,0,3.44,2.46,0.98,UPI
T0010101,15-04-2025,S025,P0160,C03218,Online,1,32.57,32.57,0,32.57,20.43,12.14,Card
T0010102,24-01-2024,S006,P0050,C04538,In-Store,3,1.33,3.99,1.04,2.95,2.58,0.37,UPI
T0010103,26-09-2024,S011,P0014,C01288,In-Store,4,4.77,19.08,0,19.08,11.08,8,UPI
T0010104,29-08-2024,S008,P0065,C02973,In-Store,2,3.35,6.7,0,6.7,5.02,1.68,Cash
T0010105,14-06-2024,S001,P0126,C01224,Online,6,3.27,19.62,0,19.62,10.98,8.64,Cash
T0010106,11-03-2024,S028,P0060,C02643,In-Store,3,4.91,14.73,0,14.73,8.25,6.48,Card
T0010107,22-06-2024,S023,P0066,C02468,In-Store,1,7.75,7.75,0,7.75,4.76,2.99,UPI
T0010108,01-04-2024,S005,P0024,C02592,In-Store,1,11.73,11.73,1.88,9.85,9.25,0.6,UPI
T0010109,28-07-2025,S030,P0054,C00362,Online,1,2.18,2.18,0,2.18,1.42,0.76,Cash
T0010110,29-02-2024,S009,P0022,C03762,Online,4,7.12,28.48,0,28.48,17.4,11.08,Card
T0010111,21-07-2024,S020,P0045,C01477,In-Store,6,5.82,34.92,0,34.92,21.54,13.38,Card
T0010112,18-12-2024,S002,P0158,C04279,In-Store,1,15.39,15.39,0,15.39,9.95,5.44,UPI
T0010113,25-03-2024,S014,P0151,,In-Store,1,55.81,55.81,0,55.81,42.16,13.65,UPI
T0010114,16-09-2025,S026,P0175,C04203,In-Store,2,54.26,108.52,0,108.52,72.46,36.06,UPI
T0010115,08-03-2025,S008,P0173,C01142,Online,1,53.66,53.66,0,53.66,36.11,17.55,UPI
T0010116,23-04-2025,S011,P0179,C04640,In-Store,2,38.56,77.12,0,77.12,59.42,17.7,Cash
T0010117,06-01-2024,S030,P0106,C03823,In-Store,2,3.5,7,0,7,5.52,1.48,UPI
T0010118,08-07-2024,S021,P0176,C04630,In-Store,2,46.51,93.02,0,93.02,69.32,23.7,Card
T0010119,02-10-2025,S005,P0164,C03187,In-Store,2,59.99,119.98,0,119.98,75.66,44.32,UPI
T0010120,25-10-2024,S019,P0085,C01419,In-Store,3,5.24,15.72,1.57,14.15,10.02,4.13,UPI
T0010121,23-02-2024,S007,P0059,C00274,In-Store,5,5.72,28.6,0,28.6,16.9,11.7,Card
T0010122,07-12-2024,S001,P0016,C00248,In-Store,4,3.81,15.24,0,15.24,10.36,4.88,Cash
T0010123,29-06-2025,S011,P0111,C03093,In-Store,3,4.81,14.43,0,14.43,11.55,2.88,Cash
T0010124,17-10-2024,S030,P0042,C00130,Online,6,3.84,23.04,0,23.04,13.62,9.42,Card
T0010125,01-04-2025,S008,P0029,C04037,In-Store,2,8.85,17.7,0,17.7,13.34,4.36,UPI
T0010126,04-06-2024,S030,P0170,C00770,In-Store,1,13.34,13.34,0,13.34,7.9,5.44,Card
T0010127,02-06-2025,S017,P0009,C03554,In-Store,4,8.97,35.88,7.53,28.35,23.56,4.79,Cash
T0010128,23-09-2025,S019,P0038,C01666,In-Store,1,7.9,7.9,0,7.9,4.57,3.33,UPI
T0010129,15-08-2024,S026,P0147,C02205,In-Store,4,5.41,21.64,0,21.64,12.6,9.04,Card
T0010130,20-09-2024,S012,P0073,,In-Store,2,4.37,8.74,1.57,7.17,6.52,0.65,Card
T0010131,26-03-2024,S025,P0072,C01801,In-Store,2,6.88,13.76,0,13.76,8.8,4.96,UPI
T0010132,13-03-2024,S018,P0125,C00539,In-Store,4,6.01,24.04,0,24.04,18.24,5.8,Cash
T0010133,10-07-2024,S003,P0075,,In-Store,3,6.38,19.14,0,19.14,10.53,8.61,UPI
T0010134,24-06-2024,S001,P0136,,In-Store,4,5.45,21.8,0,21.8,13.24,8.56,Card
T0010135,22-06-2025,S007,P0043,C04348,In-Store,2,2.42,4.84,0,4.84,3.78,1.06,UPI
T0010136,25-06-2024,S001,P0089,C02998,In-Store,3,4.42,13.26,0,13.26,10.44,2.82,Cash
T0010137,24-08-2025,S020,P0108,C03084,In-Store,4,5.25,21,1.89,19.11,13.24,5.87,Card
T0010138,08-03-2024,S002,P0141,C00742,In-Store,4,2.78,11.12,0,11.12,7.08,4.04,Card
T0010139,19-10-2024,S015,P0165,C02556,Online,2,46.17,92.34,2.77,89.57,72.54,17.03,UPI
T0010140,13-03-2024,S009,P0079,C02817,In-Store,2,6.62,13.24,0,13.24,10.42,2.82,Card
T0010141,15-05-2025,S010,P0154,C02164,Online,1,56.12,56.12,0,56.12,40.68,15.44,Cash
T0010142,20-11-2024,S016,P0111,,In-Store,4,4.81,19.24,0,19.24,15.4,3.84,Cash
T0010143,19-09-2025,S002,P0150,C04673,In-Store,2,3.73,7.46,0,7.46,4.38,3.08,Card
T0010144,04-03-2025,S005,P0088,C01420,In-Store,2,5.02,10.04,2.21,7.83,7.88,-0.05,UPI
T0010145,30-06-2025,S003,P0170,C03354,In-Store,2,13.34,26.68,0,26.68,15.8,10.88,Cash
T0010146,22-08-2024,S012,P0117,C03645,Online,2,4.48,8.96,0.9,8.06,5.54,2.52,Card
T0010147,03-09-2024,S029,P0144,,In-Store,3,2.1,6.3,0,6.3,4.02,2.28,UPI
T0010148,04-10-2024,S026,P0044,C04591,In-Store,5,7.73,38.65,0,38.65,26.4,12.25,Card
T0010149,21-05-2025,S006,P0064,C04727,Online,3,6.83,20.49,0,20.49,12.48,8.01,UPI
T0010150,06-03-2024,S022,P0005,C00311,In-Store,1,10.45,10.45,0,10.45,6.19,4.26,Card
T0010151,12-08-2025,S018,P0180,C02040,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Cash
T0010152,06-02-2025,S016,P0057,C03196,In-Store,1,7.25,7.25,0,7.25,4.94,2.31,Card
T0010153,05-08-2025,S015,P0136,C01764,In-Store,2,5.45,10.9,0,10.9,6.62,4.28,UPI
T0010154,10-08-2025,S025,P0024,C02922,In-Store,3,11.73,35.19,0,35.19,27.75,7.44,Card
T0010155,06-06-2025,S020,P0172,C04737,In-Store,1,38.48,38.48,0,38.48,23.24,15.24,Cash
T0010156,12-01-2025,S001,P0045,C04928,In-Store,6,5.82,34.92,0,34.92,21.54,13.38,UPI
T0010157,17-06-2024,S012,P0144,C00934,In-Store,6,2.1,12.6,0,12.6,8.04,4.56,Card
T0010158,17-07-2024,S024,P0124,C03429,In-Store,6,7.17,43.02,0,43.02,25.08,17.94,Cash
T0010159,09-03-2025,S026,P0039,C04898,In-Store,3,2.19,6.57,0,6.57,4.2,2.37,Wallet
T0010160,14-05-2025,S018,P0040,C00249,In-Store,1,3.29,3.29,0.59,2.7,2.54,0.16,Card
T0010161,28-05-2024,S003,P0168,C00185,In-Store,1,44.06,44.06,6.61,37.45,32.87,4.58,UPI
T0010162,30-04-2024,S016,P0011,C04985,In-Store,5,4.42,22.1,0,22.1,12.2,9.9,Cash
T0010163,15-08-2025,S005,P0073,C04508,In-Store,1,4.37,4.37,0,4.37,3.26,1.11,UPI
T0010164,29-05-2025,S029,P0028,C01952,In-Store,2,5.9,11.8,0,11.8,8.44,3.36,UPI
T0010165,14-07-2024,S011,P0127,C02468,Online,6,2.36,14.16,2.55,11.61,8.88,2.73,Cash
T0010166,29-08-2024,S002,P0061,C01773,In-Store,1,1.77,1.77,0,1.77,1.34,0.43,Card
T0010167,21-01-2024,S027,P0074,,In-Store,1,5.99,5.99,0,5.99,3.71,2.28,Cash
T0010168,14-04-2025,S015,P0145,C01160,In-Store,1,2.73,2.73,0,2.73,2.11,0.62,Card
T0010169,03-12-2024,S028,P0001,C00156,In-Store,4,7.44,29.76,0,29.76,19.48,10.28,Card
T0010170,02-06-2024,S028,P0012,C01505,In-Store,5,4.43,22.15,0,22.15,12.8,9.35,Cash
T0010171,20-01-2024,S026,P0067,C03685,In-Store,3,3.91,11.73,0,11.73,9.3,2.43,UPI
T0010172,31-07-2024,S016,P0173,C03853,In-Store,2,53.66,107.32,0,107.32,72.22,35.1,Cash
T0010173,10-01-2025,S020,P0157,C04929,In-Store,1,29.4,29.4,3.23,26.17,17.22,8.95,UPI
T0010174,09-08-2024,S029,P0110,,In-Store,3,5.68,17.04,2.39,14.65,13.32,1.33,UPI
T0010175,04-06-2025,S011,P0178,C00172,In-Store,1,45.86,45.86,5.04,40.82,32.2,8.62,Card
T0010176,19-03-2025,S029,P0148,C02362,In-Store,2,3.33,6.66,0,6.66,4.36,2.3,Card
T0010177,18-02-2025,S030,P0156,C02383,In-Store,2,23.24,46.48,0,46.48,29.32,17.16,Card
T0010178,17-06-2024,S004,P0027,C04789,In-Store,5,4.46,22.3,0,22.3,15.6,6.7,Cash
T0010179,24-07-2024,S001,P0175,C04215,In-Store,1,54.26,54.26,0,54.26,36.23,18.03,UPI
T0010180,01-01-2025,S027,P0005,C03205,In-Store,5,10.45,52.25,0,52.25,30.95,21.3,Cash
T0010181,13-05-2024,S024,P0148,C02080,In-Store,6,3.33,19.98,0,19.98,13.08,6.9,Card
T0010182,25-09-2024,S016,P0127,C04964,Online,1,2.36,2.36,0,2.36,1.48,0.88,Cash
T0010183,17-02-2024,S014,P0038,C02625,In-Store,3,7.9,23.7,0,23.7,13.71,9.99,Card
T0010184,28-09-2024,S006,P0164,C04488,Online,2,59.99,119.98,0,119.98,75.66,44.32,Card
T0010185,17-05-2024,S007,P0136,C04122,In-Store,4,5.45,21.8,0.44,21.36,13.24,8.12,Card
T0010186,15-07-2025,S002,P0130,C03131,Online,2,4.61,9.22,0,9.22,7,2.22,Card
T0010187,03-12-2024,S010,P0095,,In-Store,2,3.74,7.48,0,7.48,4.4,3.08,Card
T0010188,06-07-2025,S029,P0052,C03265,In-Store,2,6.25,12.5,0,12.5,7.22,5.28,Card
T0010189,11-01-2025,S024,P0028,,In-Store,5,5.9,29.5,2.95,26.55,21.1,5.45,Card
T0010190,14-07-2025,S014,P0025,C01592,Online,2,8.09,16.18,0,16.18,9.5,6.68,Card
T0010191,10-07-2025,S029,P0090,C04354,In-Store,1,7.59,7.59,0,7.59,4.96,2.63,Cash
T0010192,28-10-2024,S014,P0110,C02401,In-Store,3,5.68,17.04,0,17.04,13.32,3.72,Cash
T0010193,25-06-2025,S019,P0040,C04478,Online,3,3.29,9.87,1.68,8.19,7.62,0.57,Card
T0010194,18-10-2025,S010,P0037,C00868,In-Store,3,5.08,15.24,0,15.24,10.77,4.47,Card
T0010195,01-07-2025,S010,P0042,C02567,In-Store,5,3.84,19.2,0,19.2,11.35,7.85,Card
T0010196,19-10-2024,S029,P0094,C01205,In-Store,4,3.28,13.12,0,13.12,8.2,4.92,Cash
T0010197,19-06-2025,S020,P0069,C02637,Online,1,2.93,2.93,0,2.93,1.94,0.99,Card
T0010198,30-04-2025,S020,P0085,C03748,In-Store,1,5.24,5.24,0,5.24,3.34,1.9,Card
T0010199,27-06-2025,S003,P0162,C04827,Online,1,42.91,42.91,0,42.91,25.85,17.06,UPI
T0010200,26-07-2025,S009,P0105,C01777,In-Store,2,3.96,7.92,0,7.92,5.46,2.46,Card
T0010201,13-07-2024,S027,P0122,C04038,In-Store,1,3.68,3.68,0.29,3.39,2.67,0.72,Cash
T0010202,30-06-2025,S001,P0143,C02644,In-Store,4,1,4,0,4,3.2,0.8,Cash
T0010203,05-10-2024,S006,P0032,C03996,Online,3,2.81,8.43,0,8.43,6.42,2.01,Cash
T0010204,15-05-2025,S001,P0012,C02651,Online,5,4.43,22.15,3.1,19.05,12.8,6.25,Card
T0010205,25-02-2024,S013,P0017,,In-Store,1,9.37,9.37,1.12,8.25,5.53,2.72,Card
T0010206,19-12-2024,S021,P0162,C02318,In-Store,1,42.91,42.91,0,42.91,25.85,17.06,UPI
T0010207,05-07-2025,S006,P0180,C02874,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Cash
T0010208,09-10-2024,S013,P0017,,In-Store,3,9.37,28.11,0,28.11,16.59,11.52,Card
T0010209,25-03-2024,S008,P0020,C04004,In-Store,2,4.76,9.52,0.57,8.95,6.44,2.51,UPI
T0010210,17-10-2025,S024,P0036,C00865,In-Store,3,3.3,9.9,0,9.9,5.52,4.38,Card
T0010211,19-01-2024,S020,P0177,C00032,Online,1,19.4,19.4,0,19.4,13.69,5.71,Card
T0010212,07-10-2024,S024,P0047,,In-Store,5,1.33,6.65,0,6.65,5.25,1.4,Cash
T0010213,27-07-2024,S009,P0083,C04509,In-Store,3,7.73,23.19,0,23.19,13.05,10.14,Cash
T0010214,26-02-2025,S010,P0154,C04368,In-Store,1,56.12,56.12,0,56.12,40.68,15.44,Cash
T0010215,22-03-2025,S030,P0082,C02037,In-Store,1,6.85,6.85,0.68,6.17,5.46,0.71,UPI
T0010216,24-10-2024,S012,P0149,C02269,In-Store,3,5.59,16.77,0,16.77,12.48,4.29,UPI
T0010217,16-05-2024,S009,P0040,C03271,In-Store,3,3.29,9.87,0.49,9.38,7.62,1.76,UPI
T0010218,27-08-2025,S014,P0045,C02548,In-Store,3,5.82,17.46,2.44,15.02,10.77,4.25,Cash
T0010219,23-04-2024,S025,P0167,C03240,In-Store,2,54.3,108.6,0,108.6,68.58,40.02,Card
T0010220,29-01-2025,S018,P0024,C04422,In-Store,2,11.73,23.46,0,23.46,18.5,4.96,Cash
T0010221,17-12-2024,S013,P0099,,In-Store,1,3.58,3.58,0,3.58,2.39,1.19,Card
T0010222,20-04-2025,S011,P0094,C01072,In-Store,2,3.28,6.56,0,6.56,4.1,2.46,Cash
T0010223,22-03-2024,S021,P0097,C04398,In-Store,1,1.68,1.68,0,1.68,0.97,0.71,Card
T0010224,23-11-2024,S029,P0093,C01423,In-Store,1,7.9,7.9,0,7.9,5.89,2.01,UPI
T0010225,19-01-2024,S001,P0022,C04677,Online,1,7.12,7.12,0,7.12,4.35,2.77,Cash
T0010226,10-02-2024,S026,P0002,C01724,Online,2,10.57,21.14,0,21.14,11.8,9.34,Card
T0010227,20-05-2025,S017,P0137,C01916,In-Store,4,2.09,8.36,1.84,6.52,5.96,0.56,UPI
T0010228,30-05-2024,S005,P0142,C00642,In-Store,3,2.14,6.42,0,6.42,4.41,2.01,Cash
T0010229,23-10-2024,S005,P0053,C04843,Online,2,1.95,3.9,0,3.9,2.6,1.3,Card
T0010230,14-04-2025,S029,P0102,,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,UPI
T0010231,30-10-2024,S004,P0150,,In-Store,3,3.73,11.19,0,11.19,6.57,4.62,UPI
T0010232,05-10-2025,S004,P0139,C02359,In-Store,2,2.82,5.64,0,5.64,3.66,1.98,Cash
T0010233,12-05-2024,S014,P0101,C00426,In-Store,3,1.79,5.37,0,5.37,3.75,1.62,Cash
T0010234,19-07-2024,S003,P0044,,In-Store,1,7.73,7.73,0,7.73,5.28,2.45,Card
T0010235,24-01-2025,S003,P0126,C03335,In-Store,3,3.27,9.81,0,9.81,5.49,4.32,Card
T0010236,19-04-2025,S021,P0055,C01980,In-Store,2,6.43,12.86,0,12.86,7.7,5.16,Card
T0010237,14-10-2024,S026,P0024,C04849,In-Store,1,11.73,11.73,0,11.73,9.25,2.48,UPI
T0010238,29-04-2025,S027,P0085,C01759,In-Store,3,5.24,15.72,2.83,12.89,10.02,2.87,Cash
T0010239,28-10-2025,S001,P0035,C01792,Online,3,3.04,9.12,0,9.12,6.27,2.85,Cash
T0010240,26-04-2025,S018,P0097,C03420,In-Store,1,1.68,1.68,0.15,1.53,0.97,0.56,UPI
T0010241,29-08-2025,S024,P0069,C02763,In-Store,1,2.93,2.93,0.29,2.64,1.94,0.7,Cash
T0010242,04-08-2025,S008,P0130,C00631,In-Store,3,4.61,13.83,0,13.83,10.5,3.33,Card
T0010243,10-04-2025,S001,P0030,C01498,Online,4,9.85,39.4,0.79,38.61,23.12,15.49,Card
T0010244,28-05-2025,S020,P0153,C01713,In-Store,2,21.64,43.28,0,43.28,33.04,10.24,Card
T0010245,01-04-2024,S027,P0077,C03228,In-Store,2,1.61,3.22,0,3.22,2.28,0.94,Card
T0010246,10-03-2024,S001,P0008,C03975,In-Store,1,8.37,8.37,0,8.37,6.69,1.68,Cash
T0010247,17-09-2024,S009,P0161,C04320,Online,1,22,22,5.06,16.94,16.13,0.81,Cash
T0010248,18-11-2024,S018,P0084,C00787,In-Store,2,7.16,14.32,0,14.32,9.52,4.8,Card
T0010249,15-05-2025,S011,P0149,C02089,In-Store,5,5.59,27.95,0,27.95,20.8,7.15,Cash
T0010250,23-04-2025,S013,P0045,C01238,Online,4,5.82,23.28,0,23.28,14.36,8.92,Card
T0010251,03-06-2024,S025,P0089,C00979,In-Store,1,4.42,4.42,0,4.42,3.48,0.94,Card
T0010252,19-03-2024,S029,P0064,C01197,In-Store,1,6.83,6.83,0,6.83,4.16,2.67,Card
T0010253,02-09-2024,S011,P0022,C00940,In-Store,1,7.12,7.12,0,7.12,4.35,2.77,Card
T0010254,18-10-2025,S030,P0043,C03719,Online,3,2.42,7.26,0,7.26,5.67,1.59,Cash
T0010255,07-08-2025,S022,P0175,C01137,Online,1,54.26,54.26,9.22,45.04,36.23,8.81,UPI
T0010256,14-03-2025,S014,P0017,C01269,In-Store,4,9.37,37.48,0,37.48,22.12,15.36,Card
T0010257,03-08-2024,S019,P0146,,In-Store,5,1.9,9.5,0,9.5,6.2,3.3,Card
T0010258,22-06-2025,S020,P0100,C04759,Online,4,5.43,21.72,0,21.72,12.96,8.76,Cash
T0010259,09-03-2024,S002,P0093,C02215,Online,3,7.9,23.7,1.42,22.28,17.67,4.61,Card
T0010260,05-01-2025,S007,P0044,C04627,Online,4,7.73,30.92,0,30.92,21.12,9.8,UPI
T0010261,31-01-2025,S016,P0151,C00557,In-Store,2,55.81,111.62,12.28,99.34,84.32,15.02,Card
T0010262,11-04-2024,S010,P0052,C02501,In-Store,6,6.25,37.5,0,37.5,21.66,15.84,Cash
T0010263,07-10-2024,S013,P0141,C01212,In-Store,1,2.78,2.78,0,2.78,1.77,1.01,Cash
T0010264,15-07-2025,S014,P0124,C02259,In-Store,3,7.17,21.51,0,21.51,12.54,8.97,UPI
T0010265,07-06-2024,S013,P0045,,In-Store,2,5.82,11.64,1.75,9.89,7.18,2.71,UPI
T0010266,10-10-2025,S028,P0073,C02325,Online,2,4.37,8.74,0,8.74,6.52,2.22,UPI
T0010267,11-02-2024,S015,P0170,C02759,Online,1,13.34,13.34,1.07,12.27,7.9,4.37,Card
T0010268,17-03-2024,S020,P0126,C03843,In-Store,5,3.27,16.35,0,16.35,9.15,7.2,Cash
T0010269,28-06-2025,S008,P0081,C00134,In-Store,1,5.6,5.6,0,5.6,3.23,2.37,Card
T0010270,05-06-2024,S013,P0158,C00733,In-Store,1,15.39,15.39,3.54,11.85,9.95,1.9,Cash
T0010271,04-06-2025,S008,P0058,C01833,In-Store,1,6.24,6.24,0,6.24,4.09,2.15,Cash
T0010272,11-04-2025,S025,P0123,,In-Store,2,7.57,15.14,0,15.14,8.6,6.54,Card
T0010273,14-08-2024,S005,P0125,C03926,In-Store,2,6.01,12.02,0,12.02,9.12,2.9,Wallet
T0010274,01-10-2024,S021,P0114,C01578,Online,2,7.25,14.5,0,14.5,8.24,6.26,Card
T0010275,19-10-2025,S007,P0082,C01834,In-Store,2,6.85,13.7,0,13.7,10.92,2.78,Cash
T0010276,07-02-2024,S009,P0095,C01914,In-Store,1,3.74,3.74,0,3.74,2.2,1.54,Cash
T0010277,16-01-2024,S021,P0076,C02579,Online,1,6.65,6.65,1.46,5.19,4.46,0.73,Cash
T0010278,23-10-2024,S025,P0140,C03527,In-Store,2,1.74,3.48,0,3.48,2.78,0.7,Wallet
T0010279,08-04-2025,S024,P0081,C04913,In-Store,2,5.6,11.2,0,11.2,6.46,4.74,UPI
T0010280,06-05-2025,S024,P0139,C01528,In-Store,2,2.82,5.64,0,5.64,3.66,1.98,Card
T0010281,06-02-2025,S012,P0117,C01985,In-Store,4,4.48,17.92,4.66,13.26,11.08,2.18,UPI
T0010282,07-06-2024,S020,P0081,C03339,In-Store,1,5.6,5.6,0,5.6,3.23,2.37,Card
T0010283,18-03-2025,S005,P0153,,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,Card
T0010284,08-04-2025,S027,P0121,C00425,In-Store,4,7.83,31.32,0,31.32,18.12,13.2,UPI
T0010285,27-12-2024,S015,P0121,,In-Store,4,7.83,31.32,0,31.32,18.12,13.2,Card
T0010286,27-07-2024,S009,P0014,,In-Store,5,4.77,23.85,0,23.85,13.85,10,Card
T0010287,05-09-2025,S016,P0058,C02384,Online,5,6.24,31.2,0,31.2,20.45,10.75,Cash
T0010288,07-11-2024,S012,P0008,C03175,In-Store,3,8.37,25.11,0,25.11,20.07,5.04,UPI
T0010289,28-04-2025,S024,P0065,C00201,In-Store,1,3.35,3.35,0,3.35,2.51,0.84,Card
T0010290,27-04-2024,S023,P0025,C04597,In-Store,3,8.09,24.27,0,24.27,14.25,10.02,Cash
T0010291,08-02-2024,S005,P0065,C00709,In-Store,2,3.35,6.7,1.34,5.36,5.02,0.34,UPI
T0010292,02-01-2025,S019,P0086,C03874,In-Store,1,6.41,6.41,0,6.41,3.9,2.51,UPI
T0010293,07-03-2025,S002,P0141,C03339,In-Store,4,2.78,11.12,0,11.12,7.08,4.04,Card
T0010294,24-12-2024,S028,P0180,C03359,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Cash
T0010295,04-02-2024,S012,P0005,C00695,In-Store,4,10.45,41.8,0,41.8,24.76,17.04,Cash
T0010296,08-09-2025,S019,P0047,C03216,In-Store,1,1.33,1.33,0,1.33,1.05,0.28,Card
T0010297,10-05-2025,S001,P0164,C02096,In-Store,2,59.99,119.98,0,119.98,75.66,44.32,Card
T0010298,31-01-2025,S023,P0174,C03006,In-Store,2,28.98,57.96,0,57.96,35.6,22.36,Card
T0010299,24-07-2025,S013,P0004,C03099,In-Store,1,11.84,11.84,0,11.84,8.36,3.48,Cash
T0010300,02-06-2024,S003,P0162,C01955,In-Store,1,42.91,42.91,0,42.91,25.85,17.06,UPI
T0010301,25-03-2025,S014,P0067,C00065,In-Store,2,3.91,7.82,1.02,6.8,6.2,0.6,Card
T0010302,12-01-2025,S012,P0101,C01792,In-Store,3,1.79,5.37,0,5.37,3.75,1.62,Card
T0010303,18-11-2024,S004,P0037,,In-Store,2,5.08,10.16,0,10.16,7.18,2.98,Card
T0010304,21-01-2024,S023,P0127,C04392,In-Store,4,2.36,9.44,0,9.44,5.92,3.52,Cash
T0010305,05-03-2025,S020,P0126,C03662,In-Store,1,3.27,3.27,0,3.27,1.83,1.44,UPI
T0010306,01-07-2025,S007,P0015,C01480,In-Store,2,8.73,17.46,0,17.46,9.92,7.54,Card
T0010307,11-10-2024,S029,P0102,C04262,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,UPI
T0010308,29-02-2024,S021,P0020,C00282,In-Store,3,4.76,14.28,0,14.28,9.66,4.62,Card
T0010309,13-07-2024,S028,P0035,C04494,In-Store,2,3.04,6.08,0,6.08,4.18,1.9,Card
T0010310,19-03-2025,S017,P0058,C01828,In-Store,5,6.24,31.2,0,31.2,20.45,10.75,Card
T0010311,16-03-2024,S027,P0096,C01356,In-Store,1,5.91,5.91,1.3,4.61,4.64,-0.03,Card
T0010312,21-11-2024,S029,P0131,C04818,Online,3,3.23,9.69,0,9.69,7.35,2.34,Card
T0010313,07-04-2025,S013,P0069,C03950,In-Store,1,2.93,2.93,0,2.93,1.94,0.99,UPI
