SnapshotDate,StoreID,ProductID,StockOnHand,ReorderPoint
01-05-2024,S020,P0103,25,118
01-05-2024,S020,P0054,421,117
01-05-2024,S020,P0047,303,104
01-05-2024,S020,P0167,113,45
01-05-2024,S020,P0090,326,122
01-05-2024,S020,P0102,193,95
01-05-2024,S020,P0057,118,105
01-05-2024,S020,P0062,453,132
01-05-2024,S020,P0154,173,125
01-05-2024,S020,P0076,164,118
01-05-2024,S020,P0056,173,63
01-05-2024,S020,P0095,175,124
01-05-2024,S020,P0028,95,79
01-05-2024,S020,P0152,187,62
01-05-2024,S020,P0137,277,87
01-05-2024,S020,P0139,191,79
01-05-2024,S020,P0166,144,140
01-05-2024,S020,P0026,403,69
01-05-2024,S020,P0029,210,45
01-05-2024,S020,P0034,448,34
01-05-2024,S020,P0101,147,20
01-05-2024,S020,P0020,389,113
01-05-2024,S020,P0017,433,140
01-05-2024,S020,P0123,175,52
01-05-2024,S020,P0136,40,51
01-05-2024,S020,P0044,438,119
01-05-2024,S020,P0011,487,104
01-05-2024,S020,P0094,258,72
01-05-2024,S020,P0143,370,54
01-05-2024,S020,P0032,491,126
01-05-2024,S020,P0071,106,37
01-05-2024,S020,P0113,453,120
01-05-2024,S020,P0061,49,140
01-05-2024,S020,P0042,96,141
01-05-2024,S020,P0063,137,66
01-05-2024,S020,P0117,390,27
01-05-2024,S020,P0051,204,137
01-05-2024,S020,P0086,210,93
01-05-2024,S020,P0146,106,56
01-05-2024,S020,P0134,23,90
01-05-2024,S020,P0012,237,91
01-05-2024,S020,P0148,412,33
01-05-2024,S020,P0105,479,81
01-05-2024,S020,P0096,425,82
01-05-2024,S020,P0116,160,42
01-05-2024,S020,P0133,352,141
01-05-2024,S020,P0079,365,54
01-05-2024,S020,P0135,383,27
01-05-2024,S020,P0041,309,130
01-05-2024,S020,P0180,175,27
01-05-2024,S020,P0121,459,127
01-05-2024,S020,P0007,141,108
01-05-2024,S020,P0119,353,52
01-05-2024,S020,P0082,78,103
01-05-2024,S020,P0068,422,71
01-05-2024,S020,P0124,19,90
01-05-2024,S020,P0142,325,125
01-05-2024,S020,P0170,288,95
01-05-2024,S020,P0140,331,75
01-05-2024,S020,P0108,377,112
01-05-2024,S020,P0147,294,53
01-05-2024,S020,P0160,337,122
01-05-2024,S020,P0074,362,128
01-05-2024,S020,P0064,417,145
01-05-2024,S020,P0118,363,85
01-05-2024,S020,P0004,319,148
01-05-2024,S020,P0155,259,57
01-05-2024,S020,P0104,414,109
01-05-2024,S020,P0050,375,52
01-05-2024,S020,P0089,428,70
01-05-2024,S020,P0008,272,54
01-05-2024,S020,P0114,215,64
01-05-2024,S020,P0097,308,84
01-05-2024,S020,P0023,37,96
01-05-2024,S020,P0030,233,140
01-05-2024,S020,P0037,46,149
01-05-2024,S020,P0125,131,104
01-05-2024,S020,P0179,99,31
01-05-2024,S020,P0069,497,56
01-05-2024,S020,P0127,298,50
01-05-2024,S020,P0072,5,134
01-05-2024,S020,P0093,286,148
01-05-2024,S020,P0078,64,32
01-05-2024,S020,P0016,441,54
01-05-2024,S020,P0150,317,23
01-05-2024,S020,P0178,368,64
01-05-2024,S020,P0043,482,95
01-05-2024,S020,P0080,9,89
01-05-2024,S020,P0169,487,37
01-05-2024,S026,P0157,414,61
01-05-2024,S026,P0115,247,21
01-05-2024,S026,P0164,480,73
01-05-2024,S026,P0084,104,46
01-05-2024,S026,P0087,313,68
01-05-2024,S026,P0129,444,53
01-05-2024,S026,P0161,304,72
01-05-2024,S026,P0031,331,110
01-05-2024,S026,P0145,47,143
01-05-2024,S026,P0112,151,71
01-05-2024,S026,P0035,143,36
01-05-2024,S026,P0040,446,44
01-05-2024,S026,P0018,481,70
01-05-2024,S026,P0106,232,95
01-05-2024,S026,P0006,445,136
01-05-2024,S026,P0107,482,103
01-05-2024,S026,P0083,115,122
01-05-2024,S026,P0052,317,141
01-05-2024,S026,P0162,340,43
01-05-2024,S026,P0003,192,137
01-05-2024,S026,P0110,487,30
01-05-2024,S026,P0091,182,27
01-05-2024,S026,P0059,201,74
01-05-2024,S026,P0024,476,121
01-05-2024,S026,P0019,118,124
01-05-2024,S026,P0131,59,55
01-05-2024,S026,P0098,192,44
01-05-2024,S026,P0128,357,147
01-05-2024,S026,P0092,366,124
01-05-2024,S026,P0005,323,31
01-05-2024,S026,P0033,409,119
01-05-2024,S026,P0138,50,88
01-05-2024,S026,P0109,323,122
01-05-2024,S026,P0176,323,132
01-05-2024,S026,P0168,93,125
01-05-2024,S026,P0013,150,83
01-05-2024,S026,P0014,125,95
01-05-2024,S026,P0081,491,74
01-05-2024,S026,P0174,102,79
01-05-2024,S026,P0002,13,111
01-05-2024,S026,P0077,458,51
01-05-2024,S026,P0021,110,132
01-05-2024,S026,P0036,187,41
01-05-2024,S026,P0141,220,109
01-05-2024,S026,P0088,251,130
01-05-2024,S026,P0153,146,95
01-05-2024,S026,P0045,355,80
01-05-2024,S026,P0130,136,29
01-05-2024,S026,P0025,485,113
01-05-2024,S026,P0039,464,61
01-05-2024,S026,P0159,456,111
01-05-2024,S026,P0015,354,44
01-05-2024,S026,P0075,399,55
01-05-2024,S026,P0122,346,107
01-05-2024,S026,P0120,37,99
01-05-2024,S026,P0060,192,66
01-05-2024,S026,P0171,357,122
01-05-2024,S026,P0175,421,109
01-05-2024,S026,P0022,93,118
01-05-2024,S026,P0067,133,97
01-05-2024,S026,P0156,311,59
01-05-2024,S026,P0103,91,41
01-05-2024,S026,P0054,421,85
01-05-2024,S026,P0047,231,30
01-05-2024,S026,P0167,230,82
01-05-2024,S026,P0090,482,99
01-05-2024,S026,P0102,177,93
01-05-2024,S026,P0057,97,36
01-05-2024,S026,P0062,223,42
01-05-2024,S026,P0154,421,67
01-05-2024,S026,P0076,141,103
01-05-2024,S026,P0056,294,33
01-05-2024,S026,P0095,259,34
01-05-2024,S026,P0028,55,99
01-05-2024,S026,P0152,101,74
01-05-2024,S026,P0137,394,35
01-05-2024,S026,P0139,470,93
01-05-2024,S026,P0166,374,141
01-05-2024,S026,P0026,410,27
01-05-2024,S026,P0029,147,50
01-05-2024,S026,P0034,252,110
01-05-2024,S026,P0101,417,119
01-05-2024,S026,P0020,165,75
01-05-2024,S026,P0017,305,130
01-05-2024,S026,P0123,182,138
01-05-2024,S026,P0136,307,79
01-05-2024,S026,P0044,221,102
01-05-2024,S026,P0011,42,62
01-05-2024,S026,P0094,417,21
01-05-2024,S026,P0143,424,98
01-05-2024,S026,P0032,305,54
01-05-2024,S026,P0071,96,76
01-05-2024,S026,P0113,331,102
01-05-2024,S026,P0061,99,88
01-05-2024,S026,P0042,273,41
01-05-2024,S026,P0063,295,36
01-05-2024,S026,P0117,19,54
01-05-2024,S026,P0051,426,79
01-05-2024,S026,P0086,239,140
01-05-2024,S026,P0146,270,134
01-05-2024,S026,P0134,20,74
01-05-2024,S026,P0012,365,34
01-05-2024,S026,P0148,91,113
01-05-2024,S026,P0105,61,90
01-05-2024,S026,P0096,430,108
01-05-2024,S026,P0116,368,52
01-05-2024,S026,P0133,260,133
01-05-2024,S026,P0079,96,79
01-05-2024,S026,P0135,184,112
01-05-2024,S026,P0041,378,27
01-05-2024,S026,P0180,212,66
01-05-2024,S026,P0121,127,37
01-05-2024,S026,P0007,151,114
01-05-2024,S026,P0119,371,31
01-05-2024,S026,P0082,215,143
01-05-2024,S026,P0068,384,61
01-05-2024,S026,P0124,263,110
01-05-2024,S026,P0142,50,109
01-05-2024,S026,P0170,67,69
01-05-2024,S026,P0140,216,31
01-05-2024,S026,P0108,276,63
01-05-2024,S026,P0147,356,144
01-05-2024,S026,P0160,18,51
01-05-2024,S026,P0074,131,45
01-05-2024,S026,P0064,321,135
01-05-2024,S026,P0118,364,72
01-05-2024,S026,P0004,49,75
01-05-2024,S026,P0155,62,148
01-05-2024,S026,P0104,276,136
01-05-2024,S026,P0050,58,81
01-05-2024,S026,P0089,404,114
01-05-2024,S026,P0008,359,79
01-05-2024,S026,P0114,417,102
01-05-2024,S026,P0097,272,35
01-05-2024,S026,P0023,390,58
01-05-2024,S026,P0030,9,132
01-05-2024,S026,P0037,470,33
01-05-2024,S026,P0125,335,122
01-05-2024,S026,P0179,205,124
01-05-2024,S026,P0069,3,49
01-05-2024,S026,P0127,268,130
01-05-2024,S026,P0072,39,137
01-05-2024,S026,P0093,472,74
01-05-2024,S026,P0078,199,49
01-05-2024,S026,P0016,60,74
01-05-2024,S026,P0150,435,131
01-05-2024,S026,P0178,364,140
01-05-2024,S026,P0043,351,32
01-05-2024,S026,P0080,87,85
01-05-2024,S026,P0169,416,51
01-05-2024,S014,P0157,154,105
01-05-2024,S014,P0115,263,148
01-05-2024,S014,P0164,266,63
01-05-2024,S014,P0084,291,45
01-05-2024,S014,P0087,431,53
01-05-2024,S014,P0129,304,124
01-05-2024,S014,P0161,471,111
01-05-2024,S014,P0031,84,134
01-05-2024,S014,P0145,131,92
01-05-2024,S014,P0112,91,76
01-05-2024,S014,P0035,85,49
01-05-2024,S014,P0040,305,64
01-05-2024,S014,P0018,453,84
01-05-2024,S014,P0106,1,31
01-05-2024,S014,P0006,429,140
01-05-2024,S014,P0107,258,58
01-05-2024,S014,P0083,347,132
01-05-2024,S014,P0052,298,74
01-05-2024,S014,P0162,485,32
01-05-2024,S014,P0003,408,33
01-05-2024,S014,P0110,319,127
01-05-2024,S014,P0091,221,91
01-05-2024,S014,P0059,106,114
01-05-2024,S014,P0024,105,63
01-05-2024,S014,P0019,243,146
01-05-2024,S014,P0131,390,53
01-05-2024,S014,P0098,223,55
01-05-2024,S014,P0128,115,101
01-05-2024,S014,P0092,100,86
01-05-2024,S014,P0005,185,135
01-05-2024,S014,P0033,135,55
01-05-2024,S014,P0138,287,104
01-05-2024,S014,P0109,97,82
01-05-2024,S014,P0176,101,108
01-05-2024,S014,P0168,266,114
01-05-2024,S014,P0013,451,97
01-05-2024,S014,P0014,478,65
01-05-2024,S014,P0081,124,143
01-05-2024,S014,P0174,121,68
01-05-2024,S014,P0002,236,28
01-05-2024,S014,P0077,288,43
01-05-2024,S014,P0021,208,60
01-05-2024,S014,P0036,327,85
01-05-2024,S014,P0141,300,20
01-05-2024,S014,P0088,50,64
01-05-2024,S014,P0153,343,41
01-05-2024,S014,P0045,263,96
01-05-2024,S014,P0130,185,84
01-05-2024,S014,P0025,144,22
01-05-2024,S014,P0039,62,148
01-05-2024,S014,P0159,152,60
01-05-2024,S014,P0015,138,42
01-05-2024,S014,P0075,176,44
01-05-2024,S014,P0122,107,126
01-05-2024,S014,P0120,98,91
01-05-2024,S014,P0060,437,33
01-05-2024,S014,P0171,357,59
01-05-2024,S014,P0175,5,45
01-05-2024,S014,P0022,474,143
01-05-2024,S014,P0067,39,40
01-05-2024,S014,P0156,256,125
01-05-2024,S014,P0103,61,32
01-05-2024,S014,P0054,401,83
01-05-2024,S014,P0047,168,132
01-05-2024,S014,P0167,495,20
01-05-2024,S014,P0090,339,69
01-05-2024,S014,P0102,157,148
01-05-2024,S014,P0057,392,131
01-05-2024,S014,P0062,161,99
01-05-2024,S014,P0154,382,44
01-05-2024,S014,P0076,423,53
01-05-2024,S014,P0056,99,102
01-05-2024,S014,P0095,119,120
01-05-2024,S014,P0028,403,142
01-05-2024,S014,P0152,149,43
01-05-2024,S014,P0137,136,36
01-05-2024,S014,P0139,269,37
01-05-2024,S014,P0166,449,128
01-05-2024,S014,P0026,36,89
01-05-2024,S014,P0029,69,114
01-05-2024,S014,P0034,350,93
01-05-2024,S014,P0101,484,106
01-05-2024,S014,P0020,389,94
01-05-2024,S014,P0017,225,69
01-05-2024,S014,P0123,130,26
01-05-2024,S014,P0136,347,136
01-05-2024,S014,P0044,41,129
01-05-2024,S014,P0011,465,141
01-05-2024,S014,P0094,474,23
01-05-2024,S014,P0143,188,59
01-05-2024,S014,P0032,160,70
01-05-2024,S014,P0071,216,31
01-05-2024,S014,P0113,189,26
01-05-2024,S014,P0061,143,39
01-05-2024,S014,P0042,52,144
01-05-2024,S014,P0063,244,52
01-05-2024,S014,P0117,388,55
01-05-2024,S014,P0051,371,137
01-05-2024,S014,P0086,240,59
01-05-2024,S014,P0146,345,95
01-05-2024,S014,P0134,498,40
01-05-2024,S014,P0012,28,142
01-05-2024,S014,P0148,386,140
01-05-2024,S014,P0105,221,111
01-05-2024,S014,P0096,337,52
01-05-2024,S014,P0116,181,149
01-05-2024,S014,P0133,179,69
01-05-2024,S014,P0079,278,60
01-05-2024,S014,P0135,124,60
01-05-2024,S014,P0041,401,41
01-05-2024,S014,P0180,125,142
01-05-2024,S014,P0121,365,75
01-05-2024,S014,P0007,479,81
01-05-2024,S014,P0119,472,146
01-05-2024,S014,P0082,446,56
01-05-2024,S014,P0068,395,141
01-05-2024,S014,P0124,147,74
01-05-2024,S014,P0142,471,129
01-05-2024,S014,P0170,77,87
01-05-2024,S014,P0140,193,117
01-05-2024,S014,P0108,459,75
01-05-2024,S014,P0147,444,117
01-05-2024,S014,P0160,53,100
01-05-2024,S014,P0074,330,126
01-05-2024,S014,P0064,492,22
01-05-2024,S014,P0118,481,136
01-05-2024,S014,P0004,400,125
01-05-2024,S014,P0155,350,60
01-05-2024,S014,P0104,400,107
01-05-2024,S014,P0050,82,100
01-05-2024,S014,P0089,254,29
01-05-2024,S014,P0008,363,54
01-05-2024,S014,P0114,388,33
01-05-2024,S014,P0097,227,121
01-05-2024,S014,P0023,141,25
01-05-2024,S014,P0030,280,84
01-05-2024,S014,P0037,189,149
01-05-2024,S014,P0125,150,115
01-05-2024,S014,P0179,307,146
01-05-2024,S014,P0069,339,36
01-05-2024,S014,P0127,254,144
01-05-2024,S014,P0072,186,26
01-05-2024,S014,P0093,51,62
01-05-2024,S014,P0078,115,33
01-05-2024,S014,P0016,26,30
01-05-2024,S014,P0150,459,134
01-05-2024,S014,P0178,203,130
01-05-2024,S014,P0043,227,132
01-05-2024,S014,P0080,425,132
01-05-2024,S014,P0169,485,66
01-05-2024,S018,P0157,3,43
01-05-2024,S018,P0115,376,117
01-05-2024,S018,P0164,170,43
01-05-2024,S018,P0084,48,98
01-05-2024,S018,P0087,266,58
01-05-2024,S018,P0129,441,112
01-05-2024,S018,P0161,180,58
01-05-2024,S018,P0031,212,46
01-05-2024,S018,P0145,40,73
01-05-2024,S018,P0112,90,142
01-05-2024,S018,P0035,286,39
01-05-2024,S018,P0040,375,45
01-05-2024,S018,P0018,24,57
01-05-2024,S018,P0106,111,145
01-05-2024,S018,P0006,64,25
01-05-2024,S018,P0107,213,148
01-05-2024,S018,P0083,351,21
01-05-2024,S018,P0052,359,53
01-05-2024,S018,P0162,461,42
01-05-2024,S018,P0003,380,100
01-05-2024,S018,P0110,21,26
01-05-2024,S018,P0091,389,111
01-05-2024,S018,P0059,457,92
01-05-2024,S018,P0024,482,119
01-05-2024,S018,P0019,202,20
01-05-2024,S018,P0131,122,149
01-05-2024,S018,P0098,214,137
01-05-2024,S018,P0128,296,144
01-05-2024,S018,P0092,375,60
01-05-2024,S018,P0005,235,31
01-05-2024,S018,P0033,453,102
01-05-2024,S018,P0138,331,38
01-05-2024,S018,P0109,13,36
01-05-2024,S018,P0176,389,64
01-05-2024,S018,P0168,161,71
01-05-2024,S018,P0013,130,124
01-05-2024,S018,P0014,38,81
01-05-2024,S018,P0081,1,95
01-05-2024,S018,P0174,221,111
01-05-2024,S018,P0002,260,104
01-05-2024,S018,P0077,200,49
01-05-2024,S018,P0021,355,111
01-05-2024,S018,P0036,414,55
01-05-2024,S018,P0141,80,59
01-05-2024,S018,P0088,73,53
01-05-2024,S018,P0153,415,55
01-05-2024,S018,P0045,45,86
01-05-2024,S018,P0130,322,83
01-05-2024,S018,P0025,327,140
01-05-2024,S018,P0039,498,71
01-05-2024,S018,P0159,80,93
01-05-2024,S018,P0015,401,105
01-05-2024,S018,P0075,22,22
01-05-2024,S018,P0122,131,128
01-05-2024,S018,P0120,293,81
01-05-2024,S018,P0060,374,128
01-05-2024,S018,P0171,301,100
01-05-2024,S018,P0175,268,80
01-05-2024,S018,P0022,205,42
01-05-2024,S018,P0067,284,50
01-05-2024,S018,P0156,97,28
01-05-2024,S018,P0103,481,39
01-05-2024,S018,P0054,198,32
01-05-2024,S018,P0047,421,118
01-05-2024,S018,P0167,23,121
01-05-2024,S018,P0090,459,38
01-05-2024,S018,P0102,122,65
01-05-2024,S018,P0057,65,133
01-05-2024,S018,P0062,143,92
01-05-2024,S018,P0154,66,116
01-05-2024,S018,P0076,323,81
01-05-2024,S018,P0056,386,148
01-05-2024,S018,P0095,419,86
01-05-2024,S018,P0028,456,137
01-05-2024,S018,P0152,308,82
01-05-2024,S018,P0137,418,66
01-05-2024,S018,P0139,21,134
01-05-2024,S018,P0166,138,67
01-05-2024,S018,P0026,252,69
01-05-2024,S018,P0029,227,138
01-05-2024,S018,P0034,320,21
01-05-2024,S018,P0101,170,96
01-05-2024,S018,P0020,36,58
01-05-2024,S018,P0017,228,89
01-05-2024,S018,P0123,69,47
01-05-2024,S018,P0136,25,37
01-05-2024,S018,P0044,339,60
01-05-2024,S018,P0011,51,145
01-05-2024,S018,P0094,409,68
01-05-2024,S018,P0143,449,130
01-05-2024,S018,P0032,378,131
01-05-2024,S018,P0071,414,87
01-05-2024,S018,P0113,230,38
01-05-2024,S018,P0061,294,34
01-05-2024,S018,P0042,449,85
01-05-2024,S018,P0063,42,147
01-05-2024,S018,P0117,293,121
01-05-2024,S018,P0051,362,64
01-05-2024,S018,P0086,383,31
01-05-2024,S018,P0146,334,115
01-05-2024,S018,P0134,178,110
01-05-2024,S018,P0012,305,104
01-05-2024,S018,P0148,390,142
01-05-2024,S018,P0105,453,45
01-05-2024,S018,P0096,403,102
01-05-2024,S018,P0116,359,85
01-05-2024,S018,P0133,341,106
01-05-2024,S018,P0079,372,129
01-05-2024,S018,P0135,335,31
01-05-2024,S018,P0041,446,55
01-05-2024,S018,P0180,369,114
01-05-2024,S018,P0121,305,100
01-05-2024,S018,P0007,168,58
01-05-2024,S018,P0119,354,39
01-05-2024,S018,P0082,378,146
01-05-2024,S018,P0068,181,100
01-05-2024,S018,P0124,208,31
01-05-2024,S018,P0142,314,70
01-05-2024,S018,P0170,85,90
01-05-2024,S018,P0140,324,37
01-05-2024,S018,P0108,497,46
01-05-2024,S018,P0147,150,88
01-05-2024,S018,P0160,494,52
01-05-2024,S018,P0074,347,44
01-05-2024,S018,P0064,175,125
01-05-2024,S018,P0118,486,36
01-05-2024,S018,P0004,291,74
01-05-2024,S018,P0155,126,44
01-05-2024,S018,P0104,123,67
01-05-2024,S018,P0050,208,51
01-05-2024,S018,P0089,265,112
01-05-2024,S018,P0008,443,52
01-05-2024,S018,P0114,427,133
01-05-2024,S018,P0097,63,50
01-05-2024,S018,P0023,128,121
01-05-2024,S018,P0030,37,53
01-05-2024,S018,P0037,155,143
01-05-2024,S018,P0125,370,86
01-05-2024,S018,P0179,421,118
01-05-2024,S018,P0069,331,149
01-05-2024,S018,P0127,140,142
01-05-2024,S018,P0072,188,63
01-05-2024,S018,P0093,337,59
01-05-2024,S018,P0078,423,72
01-05-2024,S018,P0016,30,27
01-05-2024,S018,P0150,424,53
01-05-2024,S018,P0178,434,62
01-05-2024,S018,P0043,437,37
01-05-2024,S018,P0080,188,95
01-05-2024,S018,P0169,44,55
01-05-2024,S030,P0157,12,26
01-05-2024,S030,P0115,340,100
01-05-2024,S030,P0164,363,137
01-05-2024,S030,P0084,444,78
01-05-2024,S030,P0087,492,57
01-05-2024,S030,P0129,267,71
01-05-2024,S030,P0161,233,43
01-05-2024,S030,P0031,245,74
01-05-2024,S030,P0145,169,43
01-05-2024,S030,P0112,117,109
01-05-2024,S030,P0035,228,106
01-05-2024,S030,P0040,494,117
01-05-2024,S030,P0018,218,33
01-05-2024,S030,P0106,363,91
01-05-2024,S030,P0006,348,94
01-05-2024,S030,P0107,19,30
01-05-2024,S030,P0083,150,37
01-05-2024,S030,P0052,418,140
01-05-2024,S030,P0162,288,54
01-05-2024,S030,P0003,161,49
01-05-2024,S030,P0110,424,60
01-05-2024,S030,P0091,275,56
01-05-2024,S030,P0059,5,94
01-05-2024,S030,P0024,41,79
01-05-2024,S030,P0019,293,142
01-05-2024,S030,P0131,362,135
01-05-2024,S030,P0098,405,47
01-05-2024,S030,P0128,387,97
01-05-2024,S030,P0092,7,132
01-05-2024,S030,P0005,88,105
01-05-2024,S030,P0033,412,60
01-05-2024,S030,P0138,456,76
01-05-2024,S030,P0109,330,22
01-05-2024,S030,P0176,211,79
01-05-2024,S030,P0168,8,70
01-05-2024,S030,P0013,32,61
01-05-2024,S030,P0014,148,69
01-05-2024,S030,P0081,450,48
01-05-2024,S030,P0174,67,41
01-05-2024,S030,P0002,372,82
01-05-2024,S030,P0077,363,78
01-05-2024,S030,P0021,272,134
01-05-2024,S030,P0036,305,71
01-05-2024,S030,P0141,415,98
01-05-2024,S030,P0088,305,97
01-05-2024,S030,P0153,361,113
01-05-2024,S030,P0045,36,30
01-05-2024,S030,P0130,364,141
01-05-2024,S030,P0025,340,21
01-05-2024,S030,P0039,372,138
01-05-2024,S030,P0159,364,29
01-05-2024,S030,P0015,444,53
01-05-2024,S030,P0075,194,96
01-05-2024,S030,P0122,415,144
01-05-2024,S030,P0120,475,93
01-05-2024,S030,P0060,292,38
01-05-2024,S030,P0171,341,47
01-05-2024,S030,P0175,255,51
01-05-2024,S030,P0022,255,57
01-05-2024,S030,P0067,298,103
01-05-2024,S030,P0156,422,33
01-05-2024,S030,P0103,480,31
01-05-2024,S030,P0054,143,146
01-05-2024,S030,P0047,268,33
01-05-2024,S030,P0167,451,128
01-05-2024,S030,P0090,417,100
01-05-2024,S030,P0102,183,25
01-05-2024,S030,P0057,26,86
01-05-2024,S030,P0062,292,125
01-05-2024,S030,P0154,365,63
01-05-2024,S030,P0076,462,146
01-05-2024,S030,P0056,438,40
01-05-2024,S030,P0095,60,33
01-05-2024,S030,P0028,103,94
01-05-2024,S030,P0152,102,51
01-05-2024,S030,P0137,416,39
01-05-2024,S030,P0139,225,112
01-05-2024,S030,P0166,479,144
01-05-2024,S030,P0026,238,39
01-05-2024,S030,P0029,316,60
01-05-2024,S030,P0034,359,97
01-05-2024,S030,P0101,350,75
01-05-2024,S030,P0020,338,105
01-05-2024,S030,P0017,345,36
01-05-2024,S030,P0123,209,142
01-05-2024,S030,P0136,398,144
01-05-2024,S030,P0044,49,21
01-05-2024,S030,P0011,202,110
01-05-2024,S030,P0094,241,68
01-05-2024,S030,P0143,206,146
01-05-2024,S030,P0032,237,24
01-05-2024,S030,P0071,368,75
01-05-2024,S030,P0113,341,70
01-05-2024,S030,P0061,332,80
01-05-2024,S030,P0042,357,75
01-05-2024,S030,P0063,21,95
01-05-2024,S030,P0117,367,59
01-05-2024,S030,P0051,144,135
01-05-2024,S030,P0086,123,140
01-05-2024,S030,P0146,27,67
01-05-2024,S030,P0134,362,34
01-05-2024,S030,P0012,1,103
01-05-2024,S030,P0148,386,77
01-05-2024,S030,P0105,331,132
01-05-2024,S030,P0096,77,73
01-05-2024,S030,P0116,264,128
01-05-2024,S030,P0133,301,75
01-05-2024,S030,P0079,389,149
01-05-2024,S030,P0135,458,44
01-05-2024,S030,P0041,300,111
01-05-2024,S030,P0180,97,117
01-05-2024,S030,P0121,295,115
01-05-2024,S030,P0007,15,79
01-05-2024,S030,P0119,385,54
01-05-2024,S030,P0082,498,70
01-05-2024,S030,P0068,364,119
01-05-2024,S030,P0124,63,67
01-05-2024,S030,P0142,194,72
01-05-2024,S030,P0170,313,49
01-05-2024,S030,P0140,267,135
01-05-2024,S030,P0108,262,72
01-05-2024,S030,P0147,454,90
01-05-2024,S030,P0160,96,30
01-05-2024,S030,P0074,405,91
01-05-2024,S030,P0064,169,123
01-05-2024,S030,P0118,14,73
01-05-2024,S030,P0004,233,49
01-05-2024,S030,P0155,239,21
01-05-2024,S030,P0104,339,22
01-05-2024,S030,P0050,431,60
01-05-2024,S030,P0089,360,24
01-05-2024,S030,P0008,108,104
01-05-2024,S030,P0114,378,122
01-05-2024,S030,P0097,294,117
01-05-2024,S030,P0023,308,91
01-05-2024,S030,P0030,308,101
01-05-2024,S030,P0037,352,83
01-05-2024,S030,P0125,427,73
01-05-2024,S030,P0179,410,104
01-05-2024,S030,P0069,424,117
01-05-2024,S030,P0127,121,123
01-05-2024,S030,P0072,443,65
01-05-2024,S030,P0093,57,108
01-05-2024,S030,P0078,271,41
01-05-2024,S030,P0016,181,115
01-05-2024,S030,P0150,147,33
01-05-2024,S030,P0178,53,65
01-05-2024,S030,P0043,212,122
01-05-2024,S030,P0080,102,24
01-05-2024,S030,P0169,416,101
01-05-2024,S010,P0157,347,117
01-05-2024,S010,P0115,26,29
01-05-2024,S010,P0164,372,41
01-05-2024,S010,P0084,183,29
01-05-2024,S010,P0087,461,135
01-05-2024,S010,P0129,112,94
01-05-2024,S010,P0161,310,81
01-05-2024,S010,P0031,461,58
01-05-2024,S010,P0145,305,102
01-05-2024,S010,P0112,277,62
01-05-2024,S010,P0035,426,129
01-05-2024,S010,P0040,132,86
01-05-2024,S010,P0018,40,39
01-05-2024,S010,P0106,339,66
01-05-2024,S010,P0006,426,139
01-05-2024,S010,P0107,126,137
01-05-2024,S010,P0083,84,112
01-05-2024,S010,P0052,403,82
01-05-2024,S010,P0162,1,88
01-05-2024,S010,P0003,12,64
01-05-2024,S010,P0110,397,39
01-05-2024,S010,P0091,234,88
01-05-2024,S010,P0059,266,65
01-05-2024,S010,P0024,94,59
01-05-2024,S010,P0019,225,77
01-05-2024,S010,P0131,488,147
01-05-2024,S010,P0098,71,104
01-05-2024,S010,P0128,437,117
01-05-2024,S010,P0092,13,97
01-05-2024,S010,P0005,36,125
01-05-2024,S010,P0033,140,134
01-05-2024,S010,P0138,424,120
01-05-2024,S010,P0109,466,63
01-05-2024,S010,P0176,340,125
01-05-2024,S010,P0168,305,67
01-05-2024,S010,P0013,68,51
01-05-2024,S010,P0014,179,146
01-05-2024,S010,P0081,441,42
01-05-2024,S010,P0174,47,42
01-05-2024,S010,P0002,16,65
01-05-2024,S010,P0077,35,104
01-05-2024,S010,P0021,48,98
01-05-2024,S010,P0036,238,107
01-05-2024,S010,P0141,54,111
01-05-2024,S010,P0088,259,52
01-05-2024,S010,P0153,120,22
01-05-2024,S010,P0045,249,113
01-05-2024,S010,P0130,319,135
01-05-2024,S010,P0025,428,25
01-05-2024,S010,P0039,381,80
01-05-2024,S010,P0159,437,135
01-05-2024,S010,P0015,9,57
01-05-2024,S010,P0075,406,69
01-05-2024,S010,P0122,482,116
01-05-2024,S010,P0120,146,82
01-05-2024,S010,P0060,294,90
01-05-2024,S010,P0171,435,95
01-05-2024,S010,P0175,379,79
01-05-2024,S010,P0022,233,145
01-05-2024,S010,P0067,352,62
01-05-2024,S010,P0156,403,141
01-05-2024,S010,P0103,343,94
01-05-2024,S010,P0054,309,23
01-05-2024,S010,P0047,432,36
01-05-2024,S010,P0167,429,50
01-05-2024,S010,P0090,75,134
01-05-2024,S010,P0102,367,147
01-05-2024,S010,P0057,415,36
01-05-2024,S010,P0062,382,48
01-05-2024,S010,P0154,317,84
01-05-2024,S010,P0076,391,44
01-05-2024,S010,P0056,170,41
01-05-2024,S010,P0095,482,121
01-05-2024,S010,P0028,376,55
01-05-2024,S010,P0152,193,76
01-05-2024,S010,P0137,158,33
01-05-2024,S010,P0139,24,73
01-05-2024,S010,P0166,143,47
01-05-2024,S010,P0026,364,149
01-05-2024,S010,P0029,423,95
01-05-2024,S010,P0034,77,27
01-05-2024,S010,P0101,50,44
01-05-2024,S010,P0020,33,77
01-05-2024,S010,P0017,228,144
01-05-2024,S010,P0123,398,122
01-05-2024,S010,P0136,221,37
