CustomerID,Gender,AgeGroup,LoyaltyTier,Region,City,SignupDate
C00964,F,45-54,Platinum,North,Lucknow,21-02-2022
C00965,F,18-24,Silver,North,Chandigarh,19-09-2022
C00966,F,25-34,Bronze,East,Patna,26-06-2021
C00967,F,35-44,Bronze,West,Mumbai,23-01-2020
C00968,F,18-24,Silver,South,Bengaluru,10-04-2023
C00969,F,25-34,Bronze,North,Delhi,15-06-2024
C00970,F,45-54,Bronze,South,Chennai,17-07-2023
C00971,F,18-24,Gold,North,Delhi,27-04-2025
C00972,F,45-54,Bronze,North,Jaipur,03-03-2021
C00973,M,35-44,Silver,North,Lucknow,21-06-2021
C00974,F,55-64,Silver,South,Bengaluru,18-05-2022
C00975,F,45-54,Silver,South,Kochi,24-02-2020
C00976,M,35-44,Silver,East,Patna,23-05-2022
C00977,M,18-24,Bronze,South,Kochi,02-10-2022
C00978,M,25-34,Platinum,North,Chandigarh,11-09-2023
C00979,M,25-34,Silver,South,Bengaluru,17-08-2021
C00980,M,45-54,Gold,South,Kochi,29-06-2022
C00981,F,35-44,Bronze,North,Delhi,24-04-2022
C00982,M,25-34,Silver,East,Guwahati,10-12-2021
C00983,F,18-24,Silver,South,Hyderabad,10-08-2024
C00984,M,45-54,Bronze,East,Bhubaneswar,26-05-2022
C00985,F,55-64,Silver,Central,Indore,03-09-2020
C00986,M,55-64,Silver,South,Hyderabad,23-07-2022
C00987,F,45-54,Gold,East,Guwahati,25-02-2023
C00988,F,25-34,Bronze,East,Bhubaneswar,08-12-2023
C00989,F,18-24,Silver,South,Hyderabad,23-05-2020
C00990,F,45-54,Gold,East,Kolkata,30-05-2022
C00991,M,35-44,Platinum,North,Lucknow,26-09-2025
C00992,M,25-34,Gold,East,Patna,14-09-2022
C00993,F,35-44,Bronze,North,Lucknow,01-03-2021
C00994,M,65+,Bronze,Central,Nagpur,03-01-2023
C00995,M,18-24,Bronze,Central,Indore,07-12-2021
C00996,M,35-44,Bronze,North,Chandigarh,07-07-2023
C00997,F,55-64,Bronze,West,Pune,13-05-2020
C00998,M,25-34,Gold,North,Chandigarh,29-10-2021
C00999,F,65+,Silver,West,Mumbai,26-06-2023
C01000,M,25-34,Bronze,Central,Bhopal,09-05-2022
C01001,M,25-34,Silver,West,Ahmedabad,04-07-2025
C01002,F,18-24,Gold,West,Mumbai,04-12-2020
C01003,M,25-34,Bronze,South,Chennai,26-08-2021
C01004,M,35-44,Silver,East,Patna,21-02-2023
C01005,M,35-44,Bronze,Central,Raipur,22-10-2022
C01006,F,55-64,Silver,South,Chennai,09-07-2021
C01007,M,25-34,Silver,West,Ahmedabad,03-02-2023
C01008,F,18-24,Bronze,North,Delhi,27-05-2023
C01009,M,35-44,Silver,West,Pune,04-02-2023
C01010,M,35-44,Gold,West,Mumbai,11-01-2023
C01011,F,18-24,Silver,Central,Bhopal,29-08-2020
C01012,M,45-54,Bronze,North,Delhi,27-05-2025
C01013,M,55-64,Bronze,East,Patna,07-02-2023
C01014,F,25-34,Bronze,East,Kolkata,30-09-2020
C01015,M,35-44,Bronze,South,Bengaluru,28-07-2024
C01016,M,55-64,Bronze,North,Jaipur,05-05-2022
C01017,M,45-54,Bronze,Central,Nagpur,06-06-2025
C01018,M,35-44,Bronze,East,Patna,13-07-2024
C01019,M,18-24,Bronze,South,Kochi,21-01-2025
C01020,M,25-34,Silver,South,Bengaluru,19-05-2025
C01021,F,35-44,Bronze,North,Delhi,30-08-2022
C01022,F,45-54,Gold,Central,Bhopal,01-07-2020
C01023,F,25-34,Gold,West,Surat,22-11-2024
C01024,F,18-24,Bronze,North,Delhi,04-03-2022
C01025,M,65+,Silver,Central,Indore,11-03-2021
C01026,M,55-64,Gold,Central,Indore,07-11-2022
C01027,M,45-54,Gold,East,Guwahati,26-07-2025
C01028,F,45-54,Guest,East,Kolkata,15-10-2025
C01029,F,55-64,Gold,South,Chennai,12-05-2020
C01030,F,55-64,Bronze,South,Chennai,05-05-2022
C01031,M,25-34,Silver,West,Ahmedabad,17-12-2024
C01032,M,25-34,Silver,South,Bengaluru,02-12-2024
C01033,M,65+,Silver,South,Chennai,12-08-2023
C01034,M,35-44,Silver,Central,Indore,09-03-2025
C01035,M,25-34,Platinum,West,Pune,26-08-2025
C01036,F,45-54,Silver,East,Guwahati,23-09-2024
C01037,F,35-44,Silver,North,Chandigarh,10-09-2020
C01038,F,25-34,Bronze,East,Guwahati,10-08-2022
C01039,F,25-34,Gold,West,Mumbai,20-08-2021
C01040,M,45-54,Bronze,East,Guwahati,29-04-2025
C01041,M,25-34,Silver,Central,Bhopal,18-01-2022
C01042,M,55-64,Bronze,North,Lucknow,21-08-2024
C01043,M,25-34,Silver,North,Chandigarh,20-12-2020
C01044,M,45-54,Bronze,East,Bhubaneswar,27-09-2024
C01045,F,25-34,Silver,Central,Indore,08-05-2023
C01046,M,65+,Gold,Central,Bhopal,28-09-2023
C01047,M,18-24,Bronze,South,Bengaluru,21-11-2021
C01048,M,25-34,Bronze,South,Bengaluru,30-01-2025
C01049,M,18-24,Bronze,South,Chennai,24-06-2022
C01050,M,55-64,Bronze,West,Mumbai,04-03-2021
C01051,F,25-34,Bronze,East,Kolkata,09-03-2021
C01052,M,35-44,Silver,West,Ahmedabad,31-12-2024
C01053,M,25-34,Gold,West,Pune,05-02-2024
C01054,F,25-34,Bronze,Central,Bhopal,24-08-2023
C01055,F,55-64,Bronze,North,Delhi,06-08-2025
C01056,M,45-54,Gold,West,Pune,22-11-2024
C01057,M,35-44,Bronze,Central,Raipur,03-01-2020
C01058,F,18-24,Gold,North,Jaipur,10-01-2021
C01059,M,18-24,Bronze,East,Patna,04-03-2025
C01060,M,35-44,Platinum,West,Mumbai,18-12-2023
C01061,M,25-34,Bronze,South,Bengaluru,08-11-2023
C01062,M,45-54,Bronze,North,Lucknow,09-10-2020
C01063,M,35-44,Gold,West,Mumbai,20-04-2025
C01064,M,25-34,Bronze,Central,Raipur,27-02-2021
C01065,M,35-44,Gold,West,Ahmedabad,07-03-2025
C01066,F,45-54,Gold,West,Mumbai,12-03-2023
C01067,F,18-24,Gold,West,Mumbai,20-06-2025
C01068,F,25-34,Bronze,Central,Raipur,12-02-2020
C01069,M,25-34,Silver,South,Chennai,17-07-2023
C01070,F,55-64,Bronze,West,Surat,14-07-2020
C01071,M,35-44,Bronze,South,Kochi,14-08-2025
C01072,Other,45-54,Bronze,West,Pune,17-01-2021
C01073,F,45-54,Silver,East,Guwahati,10-08-2021
C01074,F,55-64,Platinum,East,Patna,05-05-2021
C01075,F,25-34,Gold,West,Surat,18-03-2025
C01076,M,45-54,Bronze,South,Chennai,21-03-2020
C01077,M,45-54,Silver,South,Bengaluru,30-04-2021
C01078,F,18-24,Gold,South,Chennai,12-04-2025
C01079,F,35-44,Bronze,Central,Bhopal,18-02-2021
C01080,F,45-54,Bronze,East,Kolkata,04-05-2021
C01081,M,45-54,Bronze,West,Pune,11-05-2025
C01082,F,55-64,Gold,North,Delhi,25-12-2024
C01083,M,25-34,Bronze,North,Lucknow,27-02-2025
C01084,M,45-54,Bronze,East,Patna,01-06-2020
C01085,Other,45-54,Bronze,South,Chennai,02-08-2022
C01086,M,35-44,Bronze,West,Pune,15-06-2023
C01087,F,45-54,Bronze,East,Patna,03-07-2021
C01088,M,25-34,Bronze,Central,Nagpur,24-08-2023
C01089,M,45-54,Gold,East,Kolkata,26-09-2020
C01090,M,35-44,Bronze,Central,Bhopal,04-01-2022
C01091,F,25-34,Silver,Central,Bhopal,09-12-2023
C01092,M,25-34,Platinum,East,Kolkata,22-03-2021
C01093,M,35-44,Bronze,Central,Indore,29-08-2020
C01094,F,55-64,Silver,Central,Indore,13-06-2022
C01095,F,25-34,Platinum,Central,Indore,16-12-2022
C01096,F,55-64,Gold,North,Jaipur,02-04-2025
C01097,M,18-24,Gold,Central,Raipur,11-05-2024
C01098,F,65+,Guest,East,Patna,28-05-2021
C01099,M,35-44,Silver,West,Ahmedabad,05-09-2023
C01100,M,35-44,Bronze,South,Hyderabad,06-04-2025
C01101,M,55-64,Bronze,Central,Nagpur,11-10-2023
C01102,M,18-24,Silver,North,Chandigarh,14-01-2022
C01103,F,18-24,Bronze,North,Jaipur,22-04-2025
C01104,F,55-64,Gold,East,Guwahati,24-09-2025
C01105,F,25-34,Silver,East,Guwahati,21-04-2025
C01106,M,35-44,Guest,Central,Indore,16-10-2021
C01107,M,55-64,Gold,East,Kolkata,22-01-2025
C01108,F,45-54,Silver,North,Jaipur,02-12-2021
C01109,M,45-54,Silver,North,Jaipur,05-01-2025
C01110,M,65+,Bronze,West,Pune,28-08-2023
C01111,M,25-34,Silver,South,Hyderabad,18-07-2023
C01112,M,35-44,Silver,Central,Bhopal,12-10-2020
C01113,M,18-24,Silver,South,Bengaluru,11-05-2023
C01114,M,55-64,Gold,East,Bhubaneswar,10-11-2024
C01115,M,55-64,Silver,Central,Raipur,14-02-2023
C01116,F,45-54,Guest,East,Guwahati,13-01-2025
C01117,M,25-34,Gold,East,Kolkata,24-11-2022
C01118,M,45-54,Gold,North,Lucknow,14-08-2025
C01119,F,35-44,Gold,West,Mumbai,11-07-2020
C01120,F,35-44,Bronze,Central,Indore,10-11-2024
C01121,M,35-44,Silver,West,Surat,04-10-2021
C01122,F,18-24,Bronze,South,Kochi,04-04-2022
C01123,F,25-34,Gold,East,Kolkata,12-12-2024
C01124,F,18-24,Silver,South,Kochi,05-11-2023
C01125,M,45-54,Gold,East,Kolkata,25-06-2021
C01126,F,55-64,Silver,East,Patna,15-08-2024
C01127,F,25-34,Platinum,North,Jaipur,30-06-2023
C01128,F,55-64,Silver,West,Mumbai,29-06-2022
C01129,M,25-34,Bronze,West,Pune,31-08-2025
C01130,F,18-24,Bronze,North,Jaipur,23-08-2025
C01131,M,25-34,Silver,Central,Raipur,29-09-2022
C01132,M,45-54,Silver,West,Mumbai,14-12-2022
C01133,F,18-24,Bronze,East,Patna,25-10-2021
C01134,F,25-34,Silver,South,Chennai,22-03-2023
C01135,M,55-64,Bronze,East,Guwahati,14-01-2023
C01136,F,18-24,Silver,South,Kochi,06-09-2021
C01137,F,55-64,Silver,North,Jaipur,25-11-2023
C01138,F,55-64,Silver,East,Patna,28-07-2024
C01139,F,35-44,Gold,Central,Bhopal,02-11-2023
C01140,M,25-34,Silver,South,Bengaluru,03-09-2023
C01141,F,45-54,Bronze,South,Hyderabad,28-08-2021
C01142,F,45-54,Silver,South,Chennai,22-03-2023
C01143,F,25-34,Bronze,East,Guwahati,20-11-2023
C01144,F,18-24,Silver,East,Kolkata,18-09-2024
C01145,M,35-44,Bronze,North,Chandigarh,09-06-2020
C01146,M,35-44,Bronze,Central,Raipur,21-02-2020
C01147,M,65+,Gold,East,Kolkata,20-04-2021
C01148,F,55-64,Gold,East,Patna,05-06-2024
C01149,M,45-54,Platinum,East,Patna,22-04-2024
C01150,M,55-64,Silver,South,Kochi,03-09-2022
C01151,F,35-44,Guest,West,Ahmedabad,29-08-2022
C01152,F,55-64,Silver,Central,Nagpur,15-12-2022
C01153,F,45-54,Platinum,North,Chandigarh,28-05-2020
C01154,M,25-34,Gold,North,Jaipur,14-04-2021
C01155,F,45-54,Bronze,South,Hyderabad,03-04-2021
C01156,M,35-44,Gold,Central,Raipur,11-01-2022
C01157,F,25-34,Bronze,West,Pune,14-04-2024
C01158,M,65+,Bronze,North,Chandigarh,06-05-2021
C01159,F,45-54,Silver,North,Lucknow,18-03-2023
C01160,F,35-44,Bronze,West,Pune,29-10-2021
C01161,F,55-64,Bronze,East,Kolkata,22-10-2023
C01162,M,55-64,Bronze,North,Lucknow,02-11-2020
C01163,F,18-24,Bronze,Central,Raipur,15-04-2023
C01164,F,18-24,Guest,North,Jaipur,11-06-2020
C01165,F,65+,Silver,South,Kochi,23-11-2020
C01166,F,25-34,Bronze,West,Ahmedabad,19-11-2020
C01167,F,25-34,Platinum,South,Bengaluru,02-01-2024
C01168,F,35-44,Silver,North,Jaipur,10-01-2024
C01169,Other,25-34,Silver,South,Chennai,13-08-2020
C01170,M,65+,Silver,East,Guwahati,19-02-2020
C01171,F,35-44,Bronze,East,Guwahati,03-09-2024
C01172,M,45-54,Silver,West,Pune,08-04-2020
C01173,F,55-64,Bronze,East,Patna,25-03-2025
C01174,M,35-44,Gold,North,Lucknow,01-03-2023
C01175,M,45-54,Bronze,Central,Raipur,15-01-2024
C01176,F,65+,Bronze,West,Surat,04-02-2022
C01177,F,45-54,Bronze,North,Delhi,27-11-2022
C01178,M,35-44,Bronze,North,Lucknow,12-09-2021
C01179,M,45-54,Gold,North,Jaipur,13-07-2021
C01180,Other,18-24,Bronze,East,Bhubaneswar,10-09-2020
C01181,F,65+,Bronze,Central,Nagpur,22-06-2024
C01182,F,45-54,Bronze,Central,Nagpur,17-11-2023
C01183,F,18-24,Guest,East,Kolkata,21-05-2024
C01184,F,35-44,Bronze,West,Surat,19-07-2025
C01185,F,35-44,Gold,East,Kolkata,22-09-2024
C01186,M,25-34,Gold,West,Pune,18-04-2021
C01187,F,25-34,Bronze,North,Lucknow,18-05-2024
C01188,F,45-54,Silver,South,Hyderabad,24-08-2024
C01189,M,65+,Gold,North,Jaipur,11-08-2021
C01190,F,35-44,Bronze,North,Jaipur,25-05-2021
C01191,M,45-54,Silver,West,Ahmedabad,23-02-2023
C01192,Other,25-34,Bronze,Central,Nagpur,07-12-2020
C01193,F,55-64,Silver,East,Kolkata,14-10-2025
C01194,M,65+,Gold,South,Chennai,29-06-2025
C01195,F,45-54,Gold,East,Patna,13-03-2021
C01196,Other,35-44,Gold,South,Hyderabad,08-11-2020
C01197,M,25-34,Bronze,West,Ahmedabad,21-05-2025
C01198,Other,55-64,Silver,South,Bengaluru,12-04-2021
C01199,F,25-34,Gold,North,Lucknow,02-08-2022
C01200,F,55-64,Gold,Central,Indore,28-04-2023
C01201,F,18-24,Platinum,East,Kolkata,19-10-2025
C01202,F,35-44,Silver,North,Delhi,22-12-2023
C01203,M,45-54,Gold,South,Hyderabad,01-05-2023
C01204,M,25-34,Bronze,West,Pune,22-04-2020
C01205,F,18-24,Guest,West,Surat,28-10-2020
C01206,F,25-34,Bronze,Central,Indore,01-04-2021
C01207,M,45-54,Bronze,East,Guwahati,14-03-2022
C01208,F,35-44,Gold,West,Surat,17-05-2020
C01209,M,45-54,Bronze,South,Kochi,18-04-2020
C01210,M,45-54,Gold,South,Kochi,14-09-2021
C01211,M,18-24,Silver,North,Jaipur,13-10-2024
C01212,M,25-34,Bronze,South,Chennai,03-02-2024
C01213,M,35-44,Silver,West,Ahmedabad,16-06-2021
C01214,M,25-34,Guest,South,Kochi,22-09-2023
C01215,F,45-54,Gold,North,Delhi,08-12-2022
C01216,M,25-34,Gold,North,Lucknow,18-02-2025
C01217,F,45-54,Bronze,North,Chandigarh,06-05-2024
C01218,F,45-54,Bronze,East,Guwahati,16-06-2020
C01219,M,45-54,Silver,North,Jaipur,09-02-2022
C01220,M,55-64,Gold,South,Chennai,06-03-2024
C01221,M,45-54,Silver,South,Hyderabad,28-11-2023
C01222,F,25-34,Bronze,North,Jaipur,07-10-2022
C01223,M,18-24,Bronze,West,Surat,02-09-2022
C01224,Other,25-34,Bronze,West,Pune,18-11-2021
C01225,F,45-54,Silver,South,Hyderabad,20-12-2023
C01226,F,65+,Silver,North,Jaipur,07-02-2024
C01227,F,18-24,Gold,North,Chandigarh,06-12-2021
C01228,M,25-34,Bronze,North,Jaipur,14-07-2025
C01229,F,25-34,Silver,North,Lucknow,08-05-2020
C01230,F,25-34,Platinum,South,Bengaluru,26-10-2023
C01231,Other,25-34,Bronze,Central,Bhopal,02-03-2023
C01232,M,35-44,Bronze,East,Guwahati,27-09-2022
C01233,M,35-44,Gold,West,Surat,01-10-2020
C01234,F,65+,Silver,West,Mumbai,10-02-2025
C01235,F,18-24,Bronze,Central,Bhopal,08-02-2020
C01236,F,55-64,Bronze,North,Delhi,09-02-2022
C01237,F,35-44,Bronze,North,Jaipur,07-04-2023
C01238,M,25-34,Guest,Central,Bhopal,24-06-2025
C01239,M,45-54,Silver,East,Kolkata,19-06-2020
C01240,M,65+,Silver,North,Lucknow,26-12-2021
C01241,Other,18-24,Silver,North,Delhi,17-07-2024
C01242,F,65+,Silver,South,Chennai,03-07-2020
C01243,F,18-24,Bronze,West,Surat,07-07-2021
C01244,M,25-34,Guest,North,Lucknow,20-01-2024
C01245,F,35-44,Silver,South,Chennai,02-09-2025
C01246,M,25-34,Platinum,North,Delhi,06-03-2025
C01247,M,25-34,Bronze,East,Patna,25-06-2021
C01248,F,45-54,Gold,Central,Nagpur,28-11-2020
C01249,F,55-64,Gold,West,Mumbai,25-01-2024
C01250,F,25-34,Bronze,East,Guwahati,25-04-2024
C01251,M,55-64,Silver,East,Patna,26-11-2021
C01252,F,65+,Bronze,West,Surat,13-05-2021
C01253,Other,25-34,Silver,West,Surat,21-06-2022
C01254,M,45-54,Guest,North,Chandigarh,18-09-2021
C01255,M,25-34,Bronze,North,Jaipur,22-05-2025
C01256,M,25-34,Gold,East,Bhubaneswar,21-08-2022
C01257,M,55-64,Gold,Central,Nagpur,13-09-2021
C01258,M,18-24,Bronze,South,Chennai,25-03-2025
C01259,M,45-54,Silver,North,Lucknow,03-12-2022
C01260,F,65+,Guest,South,Kochi,26-03-2025
C01261,F,45-54,Gold,South,Bengaluru,03-10-2025
C01262,M,45-54,Gold,South,Kochi,10-03-2023
C01263,M,18-24,Bronze,Central,Nagpur,04-08-2022
C01264,M,18-24,Silver,Central,Nagpur,18-04-2021
C01265,M,35-44,Bronze,East,Kolkata,07-02-2022
C01266,M,35-44,Bronze,North,Delhi,07-12-2024
C01267,F,45-54,Bronze,North,Lucknow,03-02-2023
C01268,F,25-34,Bronze,Central,Bhopal,30-08-2025
C01269,M,18-24,Bronze,East,Guwahati,23-11-2021
C01270,M,35-44,Silver,South,Kochi,14-02-2025
C01271,F,55-64,Bronze,Central,Raipur,21-09-2021
C01272,F,35-44,Bronze,South,Bengaluru,13-06-2024
C01273,F,18-24,Gold,South,Kochi,15-06-2025
C01274,F,45-54,Gold,North,Delhi,14-02-2020
C01275,M,45-54,Silver,East,Kolkata,01-02-2020
C01276,F,35-44,Silver,North,Lucknow,14-10-2022
C01277,F,65+,Guest,North,Jaipur,31-07-2022
C01278,M,65+,Bronze,South,Kochi,20-04-2022
C01279,F,18-24,Gold,East,Kolkata,05-01-2024
C01280,M,55-64,Bronze,West,Ahmedabad,12-02-2024
C01281,M,45-54,Bronze,West,Pune,10-12-2022
C01282,F,45-54,Bronze,South,Kochi,31-12-2024
C01283,F,25-34,Gold,South,Chennai,18-01-2024
C01284,F,55-64,Gold,South,Hyderabad,14-06-2020
C01285,F,65+,Bronze,South,Kochi,21-04-2023
C01286,F,45-54,Silver,East,Guwahati,30-08-2024
C01287,F,18-24,Bronze,North,Delhi,07-06-2021
C01288,F,45-54,Silver,West,Surat,12-10-2023
C01289,Other,55-64,Silver,South,Kochi,08-09-2020
C01290,M,55-64,Gold,West,Pune,24-06-2021
C01291,M,35-44,Bronze,South,Hyderabad,29-06-2025
C01292,M,25-34,Gold,South,Hyderabad,05-07-2020
C01293,F,25-34,Silver,Central,Raipur,08-04-2025
C01294,F,35-44,Silver,East,Bhubaneswar,07-02-2023
C01295,Other,18-24,Gold,Central,Raipur,02-09-2023
C01296,M,35-44,Bronze,West,Pune,29-01-2022
C01297,M,65+,Bronze,Central,Bhopal,08-01-2023
C01298,M,35-44,Gold,South,Kochi,16-11-2020
C01299,F,25-34,Silver,Central,Nagpur,27-04-2024
C01300,M,25-34,Silver,South,Chennai,06-05-2020
C01301,F,45-54,Bronze,South,Chennai,04-10-2024
C01302,F,18-24,Bronze,North,Delhi,26-05-2023
C01303,F,25-34,Bronze,Central,Nagpur,06-12-2020
C01304,F,35-44,Bronze,North,Lucknow,30-05-2020
C01305,F,18-24,Silver,West,Surat,15-01-2022
C01306,M,25-34,Gold,West,Mumbai,30-01-2020
C01307,M,55-64,Silver,East,Patna,19-10-2025
C01308,M,45-54,Bronze,Central,Nagpur,14-07-2024
C01309,F,18-24,Guest,West,Mumbai,12-08-2025
C01310,F,45-54,Gold,East,Patna,09-09-2024
C01311,M,55-64,Silver,Central,Raipur,17-08-2024
C01312,F,25-34,Platinum,Central,Raipur,30-05-2025
C01313,M,35-44,Bronze,Central,Bhopal,05-04-2021
C01314,F,35-44,Gold,East,Kolkata,19-03-2024
C01315,F,35-44,Silver,North,Lucknow,02-01-2022
C01316,M,45-54,Gold,South,Bengaluru,27-05-2023
C01317,F,45-54,Guest,West,Pune,19-09-2021
C01318,M,25-34,Gold,East,Guwahati,17-10-2024
C01319,F,35-44,Silver,South,Kochi,19-10-2020
C01320,F,45-54,Gold,North,Lucknow,20-03-2023
C01321,M,45-54,Gold,West,Ahmedabad,05-06-2024
C01322,M,45-54,Silver,North,Jaipur,30-10-2024
C01323,F,35-44,Bronze,Central,Bhopal,25-11-2020
C01324,F,35-44,Bronze,Central,Nagpur,16-01-2025
C01325,F,65+,Bronze,South,Chennai,26-12-2020
C01326,M,35-44,Guest,Central,Indore,05-09-2021
C01327,F,18-24,Gold,West,Surat,22-12-2023
C01328,M,45-54,Guest,West,Ahmedabad,15-10-2025
C01329,Other,25-34,Silver,South,Chennai,28-06-2023
C01330,F,55-64,Bronze,South,Kochi,07-04-2021
C01331,M,18-24,Silver,North,Jaipur,26-03-2024
C01332,F,45-54,Silver,North,Jaipur,07-07-2025
C01333,M,35-44,Gold,South,Chennai,12-10-2024
C01334,F,55-64,Silver,South,Chennai,07-12-2023
C01335,F,25-34,Bronze,West,Pune,28-10-2020
C01336,M,45-54,Gold,West,Surat,09-09-2024
C01337,M,25-34,Bronze,South,Chennai,20-01-2021
C01338,M,45-54,Silver,North,Chandigarh,01-04-2020
C01339,M,25-34,Silver,West,Mumbai,23-11-2022
C01340,Other,25-34,Gold,North,Jaipur,28-01-2022
C01341,F,35-44,Bronze,South,Chennai,25-04-2024
C01342,M,35-44,Bronze,North,Chandigarh,30-03-2021
C01343,M,25-34,Bronze,West,Pune,04-11-2022
C01344,F,45-54,Gold,South,Hyderabad,01-07-2023
C01345,M,35-44,Guest,West,Pune,17-02-2024
C01346,M,35-44,Silver,East,Kolkata,07-05-2022
C01347,F,18-24,Bronze,East,Patna,10-03-2021
C01348,M,65+,Silver,West,Ahmedabad,23-06-2024
C01349,M,45-54,Gold,East,Kolkata,03-07-2024
C01350,M,25-34,Silver,North,Jaipur,27-03-2022
C01351,F,55-64,Gold,West,Mumbai,07-12-2023
C01352,M,65+,Silver,North,Lucknow,08-08-2020
C01353,F,35-44,Platinum,West,Pune,04-09-2020
C01354,M,35-44,Bronze,West,Ahmedabad,23-03-2022
C01355,F,45-54,Silver,North,Chandigarh,07-08-2025
C01356,M,35-44,Silver,South,Bengaluru,29-05-2020
C01357,F,35-44,Silver,West,Surat,30-08-2024
C01358,M,25-34,Bronze,South,Kochi,13-01-2022
C01359,M,35-44,Bronze,Central,Nagpur,02-04-2024
C01360,F,65+,Bronze,North,Jaipur,29-11-2021
C01361,M,55-64,Gold,Central,Nagpur,12-04-2021
C01362,F,25-34,Silver,East,Kolkata,14-02-2023
C01363,F,18-24,Bronze,West,Surat,10-08-2020
C01364,F,55-64,Bronze,West,Ahmedabad,20-01-2024
C01365,F,35-44,Bronze,South,Hyderabad,03-08-2021
C01366,F,18-24,Silver,West,Surat,10-10-2021
C01367,M,25-34,Bronze,North,Delhi,20-05-2020
C01368,F,55-64,Bronze,East,Patna,05-11-2023
C01369,M,18-24,Silver,North,Lucknow,11-04-2024
C01370,M,35-44,Bronze,East,Patna,05-03-2024
C01371,M,18-24,Bronze,East,Bhubaneswar,23-03-2020
C01372,M,55-64,Gold,West,Surat,04-12-2023
C01373,F,18-24,Gold,West,Ahmedabad,02-09-2024
C01374,M,65+,Silver,South,Kochi,28-03-2022
C01375,F,35-44,Gold,Central,Raipur,02-12-2023
C01376,M,35-44,Bronze,West,Pune,16-02-2022
C01377,F,35-44,Silver,West,Surat,21-07-2023
C01378,F,45-54,Bronze,North,Lucknow,12-10-2020
C01379,F,35-44,Silver,North,Jaipur,05-07-2020
C01380,M,35-44,Gold,West,Ahmedabad,01-07-2023
C01381,F,35-44,Silver,East,Patna,06-06-2022
C01382,F,35-44,Silver,West,Surat,23-08-2022
C01383,M,25-34,Silver,South,Hyderabad,04-06-2023
C01384,M,55-64,Silver,Central,Bhopal,23-05-2020
C01385,F,45-54,Gold,North,Jaipur,09-01-2020
C01386,M,35-44,Gold,Central,Bhopal,04-04-2023
C01387,F,45-54,Silver,Central,Bhopal,28-10-2022
C01388,F,35-44,Silver,Central,Bhopal,11-10-2025
C01389,M,55-64,Platinum,North,Chandigarh,17-01-2021
C01390,F,25-34,Gold,East,Patna,04-12-2021
C01391,M,35-44,Bronze,West,Surat,04-05-2025
C01392,F,45-54,Gold,East,Patna,19-08-2025
C01393,M,35-44,Silver,East,Bhubaneswar,31-10-2024
C01394,F,55-64,Gold,South,Chennai,16-11-2022
C01395,F,35-44,Platinum,Central,Nagpur,17-11-2022
C01396,F,35-44,Bronze,West,Surat,12-09-2025
C01397,M,65+,Gold,South,Kochi,26-06-2021
C01398,F,45-54,Silver,South,Hyderabad,24-06-2023
C01399,F,55-64,Bronze,North,Chandigarh,30-05-2021
C01400,F,18-24,Silver,East,Kolkata,09-10-2024
C01401,M,25-34,Silver,South,Hyderabad,10-03-2023
C01402,F,45-54,Silver,South,Chennai,03-08-2023
C01403,F,18-24,Silver,South,Hyderabad,11-11-2024
C01404,F,55-64,Gold,Central,Nagpur,05-09-2021
C01405,F,35-44,Silver,Central,Bhopal,04-04-2024
C01406,M,65+,Bronze,Central,Nagpur,12-08-2020
C01407,M,45-54,Platinum,West,Pune,24-04-2024
C01408,M,18-24,Gold,North,Lucknow,12-01-2023
C01409,Other,35-44,Gold,South,Kochi,23-08-2025
C01410,F,35-44,Silver,West,Mumbai,11-06-2025
C01411,M,25-34,Silver,North,Jaipur,22-09-2023
C01412,F,25-34,Silver,Central,Indore,08-02-2025
C01413,M,55-64,Silver,Central,Indore,15-03-2024
C01414,M,35-44,Bronze,South,Chennai,26-12-2024
C01415,F,45-54,Bronze,North,Delhi,29-06-2022
C01416,Other,35-44,Silver,West,Mumbai,24-10-2025
C01417,F,35-44,Bronze,Central,Bhopal,18-01-2021
C01418,M,45-54,Silver,North,Chandigarh,29-11-2020
C01419,F,25-34,Silver,East,Patna,02-11-2023
C01420,M,55-64,Bronze,West,Surat,08-09-2025
C01421,M,45-54,Bronze,North,Jaipur,21-01-2020
C01422,M,18-24,Silver,Central,Bhopal,25-12-2021
C01423,F,45-54,Gold,West,Mumbai,22-12-2024
C01424,M,35-44,Bronze,East,Patna,08-03-2022
C01425,F,55-64,Bronze,West,Pune,02-08-2020
C01426,M,25-34,Gold,South,Bengaluru,09-11-2020
C01427,F,45-54,Bronze,East,Bhubaneswar,06-06-2024
C01428,F,18-24,Bronze,West,Surat,14-05-2020
C01429,F,35-44,Bronze,Central,Bhopal,14-10-2020
C01430,M,18-24,Bronze,Central,Indore,24-08-2020
C01431,M,55-64,Gold,West,Pune,20-08-2024
C01432,F,25-34,Bronze,Central,Bhopal,11-08-2020
C01433,F,45-54,Gold,West,Ahmedabad,21-06-2021
C01434,M,45-54,Bronze,North,Delhi,25-08-2025
C01435,F,25-34,Silver,South,Chennai,26-09-2021
C01436,F,35-44,Gold,North,Chandigarh,16-05-2025
C01437,F,65+,Bronze,South,Bengaluru,04-05-2022
C01438,F,35-44,Bronze,South,Hyderabad,06-10-2020
C01439,M,18-24,Gold,West,Surat,23-04-2021
C01440,F,55-64,Bronze,North,Delhi,08-03-2024
C01441,M,45-54,Guest,East,Kolkata,11-11-2023
